User Name,Start Time,Location,Call Quality,Duration(s),Audio Packet Loss (%),Audio Latency (ms),Call Type
Jamie Ortiz,2026-08-11 11:56:30,London,Poor,1256,3.98,376,SIP_ENTERPRISE
Jamie Ortiz,2026-09-02 08:33:42,Chicago,Good,2258,0.46,23,SIP_ENTERPRISE
Priya Nair,2026-08-28 20:56:11,London,Poor,2028,0.52,125,SIP_INTERNATIONAL
Morgan Quinn,2026-08-15 03:54:54,London,Good,818,0.14,36,SIP_INBOUND
Sam Chen,2026-08-06 20:20:00,Dallas,Fair,556,0.66,70,SIP_ENTERPRISE
Taylor Brooks,2026-08-13 18:12:19,Chicago,Good,756,0.25,63,SIP_ENTERPRISE
Sam Chen,2026-09-05 09:43:00,Chicago,Good,928,0.25,42,SIP_INBOUND
Jordan Lee,2026-08-14 11:37:05,Chicago,Fair,486,0.51,62,SIP_INBOUND
Taylor Brooks,2026-08-20 09:37:15,Dallas,Good,85,0.55,85,SIP_NATIONAL
Riley Park,2026-08-30 17:29:33,Singapore,Good,1656,0.75,56,SIP_NATIONAL
Priya Nair,2026-08-26 17:18:22,Chicago,Fair,887,0.23,58,SIP_INBOUND
Taylor Brooks,2026-08-17 16:13:54,Singapore,Good,622,0.72,30,SIP_ENTERPRISE
Alex Morgan,2026-08-14 23:46:46,Dallas,Good,995,0.03,68,SIP_INTERNATIONAL
Jamie Ortiz,2026-08-22 21:29:42,Denver,Fair,0,0.23,65,SIP_INTERNATIONAL
Alex Morgan,2026-08-22 06:20:50,Dallas,Fair,187,0.58,46,SIP_ENTERPRISE
Riley Park,2026-08-13 18:22:09,London,Good,915,0.25,61,SIP_ENTERPRISE
Taylor Brooks,2026-08-27 09:40:52,London,Good,1372,0.44,74,SIP_ENTERPRISE
Morgan Quinn,2026-09-04 10:34:32,London,Good,675,0.39,39,SIP_ENTERPRISE
Priya Nair,2026-08-14 22:56:18,Chicago,Fair,2352,0.64,79,SIP_ENTERPRISE
Jamie Ortiz,2026-08-15 15:51:17,London,Poor,54,0.55,238,SIP_SHORTCODE
Marcus Webb,2026-09-03 08:48:56,Denver,Good,336,0.29,46,SIP_ENTERPRISE
Marcus Webb,2026-08-21 03:49:45,London,Fair,1913,0.19,20,SIP_ENTERPRISE
Morgan Quinn,2026-08-16 23:46:02,Chicago,Good,1436,0.43,51,SIP_ENTERPRISE
Taylor Brooks,2026-08-18 14:55:39,London,Good,375,0.46,87,SIP_ENTERPRISE
Jordan Lee,2026-09-02 11:14:14,Denver,Fair,2365,0.57,70,SIP_NATIONAL
Priya Nair,2026-09-03 06:00:39,London,Poor,57,1.17,213,SIP_ENTERPRISE
Marcus Webb,2026-08-26 05:57:09,Dallas,Fair,1971,0.14,67,SIP_INBOUND
Sam Chen,2026-08-12 20:19:14,Singapore,Fair,48,0.1,65,SIP_ENTERPRISE
Priya Nair,2026-09-01 18:29:50,Denver,Good,1173,0.48,52,SIP_ENTERPRISE
Priya Nair,2026-09-05 01:28:44,Dallas,Fair,1612,0.24,75,SIP_ENTERPRISE
Morgan Quinn,2026-08-27 15:39:13,Dallas,Good,2376,0.69,50,SIP_INBOUND
Sam Chen,2026-08-31 03:38:30,London,Good,405,0.27,70,SIP_ENTERPRISE
Jamie Ortiz,2026-08-25 05:47:25,London,Good,1439,0.13,41,SIP_MOBILE
Alex Morgan,2026-08-09 17:49:58,Chicago,Good,476,0.4,52,SIP_ENTERPRISE
Jamie Ortiz,2026-09-03 13:38:53,Denver,Good,1603,0.71,40,SIP_NATIONAL
Jamie Ortiz,2026-08-17 19:09:54,Chicago,Fair,1859,0.07,26,SIP_ENTERPRISE
Jamie Ortiz,2026-08-11 01:36:18,London,Good,2034,0.71,49,UNKNOWN
Sam Chen,2026-08-26 01:28:51,Denver,Good,865,0.62,49,SIP_ENTERPRISE
Marcus Webb,2026-08-09 10:25:26,Denver,Fair,1163,0.04,22,SIP_INBOUND
Sam Chen,2026-08-29 19:38:49,Chicago,Good,871,0.56,86,SIP_NATIONAL
Riley Park,2026-08-19 10:04:58,Singapore,Good,1125,0.43,27,UNKNOWN
Casey Rivera,2026-08-16 11:57:44,Singapore,Fair,196,0.53,41,SIP_ENTERPRISE
Riley Park,2026-09-03 22:29:01,Chicago,Good,1016,0.55,83,SIP_MOBILE
Marcus Webb,2026-08-30 01:26:47,Singapore,Good,850,0.0,23,SIP_ENTERPRISE
Riley Park,2026-08-30 17:58:42,Denver,Good,57,0.11,64,SIP_ENTERPRISE
Marcus Webb,2026-08-24 15:52:03,London,Good,1703,0.65,51,SIP_NATIONAL
Morgan Quinn,2026-08-13 05:56:29,Chicago,Good,12,0.42,59,SIP_NATIONAL
Jamie Ortiz,2026-08-16 23:45:40,Denver,Fair,2387,0.54,67,SIP_ENTERPRISE
Marcus Webb,2026-08-19 15:33:49,London,Good,2368,0.09,37,SIP_ENTERPRISE
Sam Chen,2026-08-28 00:33:38,Denver,Fair,34,0.51,51,SIP_ENTERPRISE
Alex Morgan,2026-08-11 09:32:52,London,Good,741,0.4,28,SIP_ENTERPRISE
Casey Rivera,2026-08-23 12:56:32,Singapore,Fair,1819,0.59,56,SIP_ENTERPRISE
Alex Morgan,2026-08-15 08:47:36,London,Good,1430,0.15,46,SIP_INBOUND
Jordan Lee,2026-08-08 15:51:48,Denver,Fair,546,0.27,48,SIP_MOBILE
Taylor Brooks,2026-08-11 04:33:50,London,Poor,1161,3.36,295,SIP_INTERNATIONAL
Jordan Lee,2026-09-04 06:52:11,Chicago,Fair,759,0.65,59,SIP_ENTERPRISE
Casey Rivera,2026-08-24 20:31:25,Chicago,Fair,1137,0.19,32,SIP_ENTERPRISE
Alex Morgan,2026-08-22 08:38:29,Singapore,Good,1687,0.3,67,SIP_ENTERPRISE
Priya Nair,2026-08-26 02:38:54,Singapore,Good,1436,0.62,55,SIP_ENTERPRISE
Priya Nair,2026-08-26 15:00:29,Denver,Good,172,0.73,78,SIP_ENTERPRISE
Priya Nair,2026-09-01 23:09:05,Chicago,Good,1075,0.6,21,SIP_NATIONAL
Taylor Brooks,2026-08-22 01:15:54,Dallas,Good,2237,0.53,42,SIP_SHORTCODE
Marcus Webb,2026-08-18 07:11:08,Singapore,Good,1551,0.1,49,SIP_INBOUND
Alex Morgan,2026-08-30 00:04:35,Dallas,Good,171,0.46,62,SIP_ENTERPRISE
Sam Chen,2026-08-19 09:57:03,Denver,Good,1366,0.43,60,SIP_ENTERPRISE
Jordan Lee,2026-08-27 20:23:51,Dallas,Poor,1949,1.79,138,SIP_ENTERPRISE
Jordan Lee,2026-09-02 17:22:59,Denver,Fair,2253,0.01,21,SIP_ENTERPRISE
Morgan Quinn,2026-08-16 03:45:45,Chicago,Good,1950,0.5,77,SIP_ENTERPRISE
Taylor Brooks,2026-08-29 10:30:05,London,Fair,2286,0.27,82,SIP_ENTERPRISE
Morgan Quinn,2026-08-25 06:05:37,Dallas,Good,1833,0.42,75,SIP_ENTERPRISE
Alex Morgan,2026-08-26 06:51:58,Dallas,Poor,574,3.01,279,SIP_INBOUND
Jamie Ortiz,2026-08-19 00:27:00,Denver,Fair,1890,0.6,73,SIP_INBOUND
Riley Park,2026-08-15 23:00:20,Chicago,Good,1202,0.43,74,SIP_ENTERPRISE
Alex Morgan,2026-08-30 15:19:48,Dallas,Good,2033,0.21,57,SIP_INTERNATIONAL
Casey Rivera,2026-08-14 19:28:44,Chicago,Good,2399,0.39,68,SIP_INBOUND
Alex Morgan,2026-09-01 16:44:04,Singapore,Fair,1043,0.68,73,SIP_ENTERPRISE
Jamie Ortiz,2026-08-13 07:46:59,Denver,Good,992,0.47,87,SIP_ENTERPRISE
Taylor Brooks,2026-08-26 19:01:23,Denver,Poor,999,3.37,342,SIP_ENTERPRISE
Sam Chen,2026-08-23 21:34:00,Dallas,Good,402,0.61,85,SIP_ENTERPRISE
Jamie Ortiz,2026-08-26 01:37:26,London,Fair,1019,0.33,37,SIP_ENTERPRISE
Marcus Webb,2026-08-20 00:44:54,London,Good,396,0.45,82,SIP_INBOUND
Jamie Ortiz,2026-08-27 10:57:07,Chicago,Good,2059,0.76,26,SIP_MOBILE
Morgan Quinn,2026-08-17 10:22:22,Chicago,Fair,1853,0.19,41,SIP_MOBILE
Sam Chen,2026-08-20 18:50:23,Dallas,Fair,2360,0.63,73,SIP_ENTERPRISE
Alex Morgan,2026-08-23 22:04:11,Dallas,Good,153,0.75,38,SIP_INBOUND
Marcus Webb,2026-08-28 02:52:54,London,Good,1453,0.33,70,SIP_ENTERPRISE
Riley Park,2026-08-20 06:06:58,Dallas,Fair,119,0.32,63,SIP_INBOUND
Morgan Quinn,2026-09-04 23:10:29,London,Good,682,0.11,85,SIP_ENTERPRISE
Riley Park,2026-09-05 07:50:10,Chicago,Fair,740,0.61,64,SIP_ENTERPRISE
Taylor Brooks,2026-08-14 02:11:36,Singapore,Good,1658,0.51,58,SIP_ENTERPRISE
Priya Nair,2026-08-14 16:54:58,Singapore,Good,1820,0.63,69,SIP_ENTERPRISE
Jamie Ortiz,2026-08-16 10:54:21,Singapore,Fair,47,0.05,47,SIP_ENTERPRISE
Jamie Ortiz,2026-08-25 04:00:16,London,Good,2090,0.47,49,SIP_ENTERPRISE
Morgan Quinn,2026-08-11 07:31:22,London,Good,1467,0.62,81,SIP_INBOUND
Riley Park,2026-08-10 13:37:06,Chicago,Poor,1380,2.25,334,SIP_ENTERPRISE
Morgan Quinn,2026-09-01 17:01:05,London,Good,1473,0.46,64,SIP_ENTERPRISE
Riley Park,2026-08-15 11:02:32,Chicago,Good,1396,0.76,54,SIP_INTERNATIONAL
Priya Nair,2026-08-13 13:21:12,London,Fair,979,0.18,67,SIP_ENTERPRISE
Priya Nair,2026-09-03 03:21:13,Dallas,Good,968,0.46,57,SIP_INBOUND
Jamie Ortiz,2026-08-22 22:55:36,Denver,Fair,731,0.03,82,SIP_ENTERPRISE
Casey Rivera,2026-08-30 11:54:18,Singapore,Good,859,0.19,79,SIP_NATIONAL
Alex Morgan,2026-08-14 02:30:33,Denver,Good,559,0.78,40,SIP_ENTERPRISE
Morgan Quinn,2026-08-27 01:30:23,Denver,Good,1533,0.57,22,SIP_ENTERPRISE
Casey Rivera,2026-08-22 01:18:43,Chicago,Good,72,0.08,22,SIP_NATIONAL
Alex Morgan,2026-08-25 21:35:47,Chicago,Poor,1647,3.75,242,SIP_MOBILE
Morgan Quinn,2026-08-15 13:45:19,London,Fair,1273,0.62,37,SIP_ENTERPRISE
Jamie Ortiz,2026-08-14 20:01:30,Singapore,Good,1124,0.46,71,SIP_ENTERPRISE
Marcus Webb,2026-09-01 19:56:53,Chicago,Poor,2304,2.21,180,SIP_INBOUND
Casey Rivera,2026-08-22 12:44:01,London,Good,1196,0.11,84,SIP_MOBILE
Taylor Brooks,2026-08-17 10:37:58,Denver,Good,1275,0.67,54,SIP_INBOUND
Jamie Ortiz,2026-08-08 10:51:14,Singapore,Fair,1961,0.62,82,SIP_MOBILE
Taylor Brooks,2026-08-17 12:40:26,Dallas,Fair,2165,0.79,34,SIP_ENTERPRISE
Jordan Lee,2026-08-10 10:57:04,Singapore,Good,584,0.23,42,SIP_INBOUND
Jamie Ortiz,2026-09-03 14:41:56,Singapore,Poor,2117,4.21,320,SIP_ENTERPRISE
Sam Chen,2026-08-24 16:55:24,Denver,Fair,1471,0.68,45,SIP_INBOUND
Taylor Brooks,2026-08-14 17:30:44,Chicago,Good,2250,0.45,72,SIP_ENTERPRISE
Casey Rivera,2026-08-09 04:47:04,Denver,Fair,1607,0.34,32,SIP_ENTERPRISE
Marcus Webb,2026-08-17 16:21:01,Chicago,Good,1578,0.35,43,SIP_MOBILE
Riley Park,2026-08-18 22:14:33,Chicago,Poor,420,0.91,179,SIP_ENTERPRISE
Morgan Quinn,2026-08-27 01:55:57,Singapore,Good,1839,0.65,54,SIP_INBOUND
Jamie Ortiz,2026-08-24 14:12:54,Denver,Good,2219,0.08,88,SIP_ENTERPRISE
Sam Chen,2026-08-11 17:58:47,London,Fair,1822,0.08,65,SIP_MOBILE
Taylor Brooks,2026-09-02 02:42:43,Chicago,Good,161,0.08,48,SIP_INTERNATIONAL
Jamie Ortiz,2026-08-27 00:38:11,London,Poor,1161,2.88,168,SIP_ENTERPRISE
Riley Park,2026-09-05 16:46:30,Denver,Good,1547,0.79,63,SIP_INBOUND
Morgan Quinn,2026-08-26 18:44:14,London,Good,580,0.7,36,SIP_ENTERPRISE
Jordan Lee,2026-08-06 10:23:49,Denver,Good,1662,0.79,82,SIP_NATIONAL
Casey Rivera,2026-08-30 14:32:37,Dallas,Poor,2040,4.29,273,SIP_INBOUND
Jordan Lee,2026-08-17 16:03:12,Dallas,Good,1282,0.16,43,SIP_ENTERPRISE
Jordan Lee,2026-08-09 19:04:16,Singapore,Fair,2055,0.4,62,SIP_ENTERPRISE
Priya Nair,2026-08-18 05:30:53,Dallas,Good,1234,0.36,60,SIP_ENTERPRISE
Riley Park,2026-08-06 03:06:20,Chicago,Poor,536,0.5,310,SIP_ENTERPRISE
Taylor Brooks,2026-09-05 09:52:16,Chicago,Fair,1155,0.39,31,SIP_ENTERPRISE
Jordan Lee,2026-08-25 14:42:41,London,Fair,318,0.52,28,SIP_INBOUND
Taylor Brooks,2026-09-04 06:44:03,Dallas,Fair,1269,0.04,45,SIP_NATIONAL
Jamie Ortiz,2026-08-20 11:52:11,Singapore,Good,2284,0.76,79,SIP_ENTERPRISE
Priya Nair,2026-08-10 21:02:04,Dallas,Fair,2139,0.42,68,SIP_ENTERPRISE
Morgan Quinn,2026-09-02 22:52:22,Chicago,Good,417,0.59,62,SIP_ENTERPRISE
Jamie Ortiz,2026-08-26 17:04:07,Dallas,Fair,2053,0.72,33,SIP_ENTERPRISE
Marcus Webb,2026-08-23 10:17:32,Dallas,Good,146,0.05,34,SIP_INBOUND
Morgan Quinn,2026-08-20 17:37:15,Chicago,Fair,1866,0.09,62,SIP_ENTERPRISE
Sam Chen,2026-08-16 15:43:05,Chicago,Good,936,0.08,59,SIP_ENTERPRISE
Alex Morgan,2026-08-14 20:11:44,Dallas,Good,1771,0.41,65,SIP_ENTERPRISE
Taylor Brooks,2026-08-26 04:17:22,Denver,Good,984,0.39,89,SIP_INBOUND
Riley Park,2026-09-01 15:31:49,Denver,Good,2143,0.39,57,SIP_INTERNATIONAL
Marcus Webb,2026-08-15 01:55:19,Singapore,Fair,1076,0.05,40,SIP_INBOUND
Alex Morgan,2026-09-02 23:36:45,Denver,Fair,933,0.09,52,SIP_MOBILE
Alex Morgan,2026-09-03 12:30:53,Singapore,Fair,854,0.42,63,SIP_ENTERPRISE
Casey Rivera,2026-09-05 11:53:30,Chicago,Fair,767,0.32,28,SIP_ENTERPRISE
Riley Park,2026-09-03 16:14:08,London,Fair,1427,0.18,24,SIP_NATIONAL
Casey Rivera,2026-08-23 13:56:42,Dallas,Fair,1253,0.18,59,SIP_ENTERPRISE
Sam Chen,2026-08-17 23:00:11,Chicago,Poor,472,1.05,366,SIP_ENTERPRISE
Sam Chen,2026-08-24 04:04:13,Singapore,Good,146,0.51,29,SIP_ENTERPRISE
Jordan Lee,2026-08-26 12:11:11,Chicago,Poor,498,4.35,358,SIP_ENTERPRISE
Casey Rivera,2026-08-13 21:23:04,Chicago,Good,1736,0.07,30,SIP_ENTERPRISE
Taylor Brooks,2026-08-21 21:10:17,Chicago,Good,1513,0.59,79,SIP_INBOUND
Jamie Ortiz,2026-08-19 13:30:38,Chicago,Good,2320,0.78,41,SIP_INBOUND
Morgan Quinn,2026-08-10 03:22:48,Singapore,Fair,632,0.54,69,SIP_ENTERPRISE
Alex Morgan,2026-08-08 00:32:54,Denver,Good,2135,0.32,44,SIP_ENTERPRISE
Jordan Lee,2026-08-23 08:18:20,London,Good,2158,0.29,75,SIP_NATIONAL
Taylor Brooks,2026-08-17 19:31:20,Dallas,Good,619,0.75,41,SIP_INBOUND
Sam Chen,2026-08-08 08:44:07,Dallas,Poor,1237,0.58,176,SIP_ENTERPRISE
Jamie Ortiz,2026-08-19 07:46:11,Dallas,Fair,1258,0.72,78,SIP_NATIONAL
Taylor Brooks,2026-08-21 23:43:41,Singapore,Good,1987,0.69,31,SIP_ENTERPRISE
Riley Park,2026-09-03 22:13:12,London,Poor,2300,4.23,318,SIP_ENTERPRISE
Morgan Quinn,2026-09-05 07:23:49,Denver,Good,1497,0.17,57,SIP_NATIONAL
Jordan Lee,2026-08-22 14:11:14,Denver,Good,415,0.59,75,SIP_NATIONAL
Marcus Webb,2026-08-18 19:31:10,London,Fair,2007,0.57,27,SIP_ENTERPRISE
Priya Nair,2026-09-03 06:16:21,London,Good,380,0.77,62,SIP_MOBILE
Sam Chen,2026-08-08 09:47:59,Denver,Good,148,0.43,51,SIP_INTERNATIONAL
Taylor Brooks,2026-08-14 20:50:18,London,Good,856,0.28,42,SIP_ENTERPRISE
Sam Chen,2026-09-01 16:19:34,Singapore,Good,442,0.52,72,SIP_ENTERPRISE
Sam Chen,2026-08-12 14:48:05,Dallas,Good,1447,0.4,49,SIP_INBOUND
Casey Rivera,2026-08-21 11:45:50,Denver,Poor,847,0.17,159,SIP_SHORTCODE
Marcus Webb,2026-08-23 13:39:38,Chicago,Good,666,0.14,85,SIP_NATIONAL
Marcus Webb,2026-08-08 05:01:18,Singapore,Fair,2383,0.61,42,SIP_ENTERPRISE
Jamie Ortiz,2026-09-02 03:50:27,Dallas,Fair,1877,0.22,58,SIP_ENTERPRISE
Casey Rivera,2026-08-10 17:21:06,Dallas,Good,476,0.22,52,SIP_INBOUND
Riley Park,2026-08-11 23:21:56,Denver,Good,621,0.42,74,SIP_INBOUND
Sam Chen,2026-08-06 20:29:55,Singapore,Fair,0,0.22,68,SIP_INTERNATIONAL
Riley Park,2026-08-11 14:42:34,Singapore,Good,1453,0.19,56,SIP_ENTERPRISE
Sam Chen,2026-09-04 06:32:00,Singapore,Poor,1671,0.67,257,SIP_NATIONAL
Casey Rivera,2026-08-19 10:35:39,Dallas,Fair,1289,0.35,66,SIP_INTERNATIONAL
Riley Park,2026-08-24 18:03:22,Singapore,Good,2276,0.11,53,SIP_INTERNATIONAL
Marcus Webb,2026-08-31 19:32:37,Denver,Fair,2365,0.22,43,SIP_INBOUND
Casey Rivera,2026-09-04 01:32:44,Denver,Poor,2126,3.19,239,SIP_ENTERPRISE
Jamie Ortiz,2026-08-26 05:54:45,Denver,Fair,341,0.23,71,SIP_INBOUND
Morgan Quinn,2026-08-19 21:22:48,Denver,Good,1353,0.77,33,SIP_INBOUND
Jamie Ortiz,2026-08-10 01:13:08,Singapore,Good,1894,0.24,72,SIP_MOBILE
Alex Morgan,2026-08-24 06:26:11,Denver,Good,655,0.37,89,SIP_INBOUND
Morgan Quinn,2026-08-27 21:11:18,Dallas,Fair,1201,0.48,50,SIP_NATIONAL
Alex Morgan,2026-09-02 05:05:40,Chicago,Good,2385,0.61,50,SIP_ENTERPRISE
Jamie Ortiz,2026-08-29 23:57:42,Denver,Good,2178,0.31,82,SIP_INBOUND
Morgan Quinn,2026-08-08 12:14:15,London,Fair,1740,0.36,73,SIP_NATIONAL
Sam Chen,2026-08-18 15:25:19,Denver,Good,115,0.23,49,SIP_ENTERPRISE
Alex Morgan,2026-08-07 07:30:06,Denver,Good,1713,0.73,64,SIP_ENTERPRISE
Riley Park,2026-09-01 12:50:31,Chicago,Good,1113,0.12,50,SIP_ENTERPRISE
Riley Park,2026-08-24 22:54:51,London,Good,870,0.76,57,SIP_INBOUND
Marcus Webb,2026-08-14 11:59:09,Denver,Fair,1370,0.4,26,SIP_ENTERPRISE
Priya Nair,2026-08-16 12:07:45,Chicago,Good,770,0.07,46,SIP_INBOUND
Taylor Brooks,2026-09-02 09:32:48,Denver,Fair,1297,0.68,84,SIP_ENTERPRISE
Jamie Ortiz,2026-08-31 08:25:30,Chicago,Fair,1305,0.14,45,SIP_ENTERPRISE
Marcus Webb,2026-08-07 15:52:34,Dallas,Good,181,0.71,82,SIP_INBOUND
Alex Morgan,2026-08-12 13:07:35,Chicago,Good,376,0.38,75,SIP_INBOUND
Jordan Lee,2026-08-30 11:01:19,Denver,Good,1597,0.4,32,SIP_INBOUND
Riley Park,2026-08-11 12:22:00,Denver,Poor,89,4.17,288,SIP_INBOUND
Sam Chen,2026-08-30 10:24:16,Chicago,Good,2109,0.22,46,SIP_NATIONAL
Priya Nair,2026-08-16 04:51:51,Dallas,Fair,1459,0.4,42,SIP_ENTERPRISE
Jordan Lee,2026-08-09 17:53:14,Dallas,Poor,157,4.17,262,SIP_ENTERPRISE
Taylor Brooks,2026-08-26 01:04:46,Singapore,Fair,664,0.63,89,SIP_ENTERPRISE
Riley Park,2026-08-16 23:50:14,Denver,Fair,41,0.11,55,SIP_NATIONAL
Jamie Ortiz,2026-09-03 20:26:06,Dallas,Good,1646,0.35,51,SIP_ENTERPRISE
Marcus Webb,2026-08-08 05:55:36,Denver,Fair,2035,0.02,53,SIP_ENTERPRISE
Riley Park,2026-08-19 18:24:43,Singapore,Fair,440,0.15,38,SIP_ENTERPRISE
Jamie Ortiz,2026-08-09 14:14:08,Singapore,Good,288,0.35,74,SIP_ENTERPRISE
Jamie Ortiz,2026-08-22 02:31:27,Dallas,Good,1649,0.57,36,SIP_ENTERPRISE
Casey Rivera,2026-08-20 15:12:25,Singapore,Poor,59,2.21,331,SIP_ENTERPRISE
Sam Chen,2026-08-19 12:38:04,Dallas,Good,1952,0.53,60,SIP_ENTERPRISE
Taylor Brooks,2026-09-04 21:31:44,London,Good,720,0.03,32,SIP_ENTERPRISE
Sam Chen,2026-08-29 02:59:06,Singapore,Good,1797,0.09,67,SIP_ENTERPRISE
Casey Rivera,2026-08-07 09:23:37,Singapore,Good,2247,0.51,41,SIP_ENTERPRISE
Riley Park,2026-08-13 04:18:36,Chicago,Fair,1474,0.28,32,SIP_INBOUND
Marcus Webb,2026-08-07 10:35:18,Singapore,Good,857,0.35,29,SIP_ENTERPRISE
Jordan Lee,2026-08-09 09:30:38,Denver,Good,984,0.24,65,SIP_INBOUND
Jordan Lee,2026-08-06 06:59:00,Chicago,Fair,1452,0.42,44,SIP_ENTERPRISE
Priya Nair,2026-08-09 15:25:44,Chicago,Fair,1954,0.0,56,SIP_ENTERPRISE
Morgan Quinn,2026-08-10 07:40:22,Dallas,Good,2232,0.58,21,SIP_ENTERPRISE
Priya Nair,2026-09-02 23:22:29,London,Good,22,0.31,35,SIP_ENTERPRISE
Taylor Brooks,2026-08-11 19:24:37,Singapore,Fair,577,0.71,71,SIP_NATIONAL
Priya Nair,2026-08-26 08:58:50,Singapore,Fair,2084,0.22,73,SIP_ENTERPRISE
Marcus Webb,2026-08-27 12:36:27,Singapore,Good,193,0.1,63,SIP_ENTERPRISE
Casey Rivera,2026-08-28 21:59:25,Chicago,Fair,2382,0.54,81,SIP_SHORTCODE
Sam Chen,2026-08-08 06:58:23,Denver,Good,349,0.68,79,SIP_ENTERPRISE
Casey Rivera,2026-08-06 22:24:50,Denver,Good,793,0.23,82,SIP_ENTERPRISE
Casey Rivera,2026-08-10 21:36:03,Chicago,Good,520,0.27,21,SIP_ENTERPRISE
Marcus Webb,2026-08-28 16:46:58,Singapore,Good,924,0.16,43,SIP_INBOUND
Casey Rivera,2026-08-31 03:21:39,Dallas,Fair,2079,0.03,20,SIP_ENTERPRISE
Jamie Ortiz,2026-08-12 22:22:40,Denver,Good,1321,0.17,61,SIP_ENTERPRISE
Jamie Ortiz,2026-08-17 06:01:46,Denver,Good,1342,0.53,29,SIP_INBOUND
Alex Morgan,2026-08-12 23:18:13,Dallas,Fair,814,0.67,36,SIP_INBOUND
Marcus Webb,2026-08-28 02:32:47,Chicago,Good,918,0.11,53,SIP_ENTERPRISE
Riley Park,2026-09-01 07:37:00,Chicago,Good,26,0.06,62,SIP_ENTERPRISE
Taylor Brooks,2026-08-09 01:07:11,Dallas,Fair,561,0.26,20,SIP_MOBILE
Alex Morgan,2026-08-23 22:57:13,Chicago,Fair,640,0.32,27,SIP_MOBILE
Jamie Ortiz,2026-08-23 18:25:02,Dallas,Good,1115,0.74,71,SIP_ENTERPRISE
Alex Morgan,2026-08-14 09:40:41,Dallas,Good,1982,0.36,47,SIP_NATIONAL
Casey Rivera,2026-08-17 06:12:28,Chicago,Good,207,0.6,85,SIP_MOBILE
Morgan Quinn,2026-08-22 03:20:15,Chicago,Poor,2343,1.69,307,SIP_INBOUND
Priya Nair,2026-08-10 03:39:50,Dallas,Good,946,0.41,35,SIP_SHORTCODE
Sam Chen,2026-08-26 07:02:22,Dallas,Good,2107,0.1,48,SIP_INBOUND
Jamie Ortiz,2026-08-31 09:04:04,London,Good,2283,0.74,37,SIP_INBOUND
Priya Nair,2026-08-28 09:06:45,London,Good,1670,0.58,85,SIP_ENTERPRISE
Sam Chen,2026-08-24 07:32:12,London,Good,791,0.32,39,SIP_ENTERPRISE
Jamie Ortiz,2026-08-23 14:21:46,Singapore,Fair,27,0.58,75,SIP_INBOUND
Sam Chen,2026-09-03 17:16:40,Chicago,Good,1228,0.39,22,SIP_INBOUND
Jamie Ortiz,2026-08-17 14:15:03,Chicago,Good,1444,0.05,21,SIP_ENTERPRISE
Priya Nair,2026-08-14 00:38:09,Denver,Good,117,0.44,79,SIP_NATIONAL
Casey Rivera,2026-08-31 09:16:55,Chicago,Fair,727,0.57,74,SIP_ENTERPRISE
