Start time,Duration,User,Location,Call type,Related reason,Call outcome reason,Call Recording Result,Call Recording Trigger,Answered,Direction,_day
2026-08-08 21:54:13,544,Alex Morgan,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-08
2026-08-29 16:33:52,1626,Alex Morgan,Singapore,SIP_ENTERPRISE,CallForwardNoAnswer,Success,success,always,True,TERMINATING,2026-08-29
2026-08-19 11:23:29,1518,Marcus Webb,Chicago,SIP_ENTERPRISE,CallQueue,Success,,,True,ORIGINATING,2026-08-19
2026-08-19 12:38:04,1952,Sam Chen,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-19
2026-08-21 23:46:28,966,Priya Nair,Chicago,SIP_NATIONAL,CallForwardBusy,Success,,,True,ORIGINATING,2026-08-21
2026-08-08 05:55:36,2035,Marcus Webb,Denver,SIP_ENTERPRISE,Deflection,Success,success,always-pause-resume,True,ORIGINATING,2026-08-08
2026-08-15 18:30:07,1103,Casey Rivera,Dallas,SIP_MOBILE,CallForwardNoAnswer,Success,success,always-pause-resume,True,ORIGINATING,2026-08-15
2026-08-28 11:54:51,587,Morgan Quinn,London,SIP_ENTERPRISE,Deflection,Success,,always,True,TERMINATING,2026-08-28
2026-08-13 04:18:36,1474,Riley Park,Chicago,SIP_INBOUND,CallQueue,Success,,always,True,ORIGINATING,2026-08-13
2026-08-06 21:36:44,1053,Morgan Quinn,Singapore,SIP_ENTERPRISE,Deflection,Success,success,,True,TERMINATING,2026-08-06
2026-08-08 12:14:15,1740,Morgan Quinn,London,SIP_NATIONAL,,Success,,always-pause-resume,True,TERMINATING,2026-08-08
2026-08-28 01:47:02,1002,Casey Rivera,Singapore,SIP_NATIONAL,CallForwardNoAnswer,TemporarilyUnavailable,,always,False,TERMINATING,2026-08-28
2026-09-02 03:58:06,1816,Taylor Brooks,Dallas,SIP_INBOUND,ConsultativeTransfer,Success,,always,True,TERMINATING,2026-09-02
2026-08-09 18:43:50,1749,Jamie Ortiz,London,SIP_ENTERPRISE,CallQueue,Success,,,True,ORIGINATING,2026-08-09
2026-08-22 13:43:52,1636,Jordan Lee,Denver,SIP_MOBILE,CallForwardBusy,Success,,,True,TERMINATING,2026-08-22
2026-08-16 11:50:10,2311,Alex Morgan,Chicago,SIP_INBOUND,CallForwardBusy,TemporarilyUnavailable,,,False,ORIGINATING,2026-08-16
2026-08-24 04:13:09,898,Jordan Lee,Denver,SIP_ENTERPRISE,CallForwardBusy,Success,success,always-pause-resume,True,ORIGINATING,2026-08-24
2026-08-31 23:24:06,1706,Casey Rivera,Dallas,SIP_NATIONAL,CallForwardBusy,UnassignedNumber,,,False,ORIGINATING,2026-08-31
2026-08-08 09:47:59,148,Sam Chen,Denver,SIP_INTERNATIONAL,CallForwardBusy,Success,,always,True,TERMINATING,2026-08-08
2026-08-24 12:42:50,1839,Priya Nair,Denver,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-24
2026-08-16 04:51:51,1459,Priya Nair,Dallas,SIP_ENTERPRISE,CallQueue,Success,,,True,ORIGINATING,2026-08-16
2026-08-16 11:17:35,342,Riley Park,Singapore,SIP_NATIONAL,Deflection,CallRejected,,always,False,ORIGINATING,2026-08-16
2026-09-01 22:48:19,790,Taylor Brooks,Denver,SIP_ENTERPRISE,CallQueue,UnassignedNumber,,,False,ORIGINATING,2026-09-01
2026-08-25 21:01:03,107,Jordan Lee,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always,True,TERMINATING,2026-08-25
2026-08-26 02:38:54,1436,Priya Nair,Singapore,SIP_ENTERPRISE,,Success,,,True,ORIGINATING,2026-08-26
2026-09-03 07:57:57,1744,Priya Nair,Singapore,SIP_MOBILE,CallForwardNoAnswer,Success,,always,True,ORIGINATING,2026-09-03
2026-08-22 01:18:43,72,Casey Rivera,Chicago,SIP_NATIONAL,Deflection,Success,,always,True,ORIGINATING,2026-08-22
2026-08-15 21:45:20,713,Casey Rivera,Denver,SIP_INBOUND,Deflection,Success,,,True,ORIGINATING,2026-08-15
2026-08-15 03:54:54,818,Morgan Quinn,London,SIP_INBOUND,CallForwardBusy,Success,,always-pause-resume,True,TERMINATING,2026-08-15
2026-09-01 21:26:13,1550,Morgan Quinn,Singapore,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-09-01
2026-08-14 02:43:47,1604,Alex Morgan,Denver,SIP_ENTERPRISE,,Success,,always-pause-resume,True,TERMINATING,2026-08-14
2026-08-18 15:25:19,115,Sam Chen,Denver,SIP_ENTERPRISE,CallForwardBusy,Success,,,True,ORIGINATING,2026-08-18
2026-08-09 23:28:59,1420,Riley Park,Chicago,SIP_ENTERPRISE,Deflection,CallRejected,,always-pause-resume,False,TERMINATING,2026-08-09
2026-08-13 11:48:10,1863,Alex Morgan,Dallas,SIP_ENTERPRISE,CallQueue,Success,,,True,TERMINATING,2026-08-13
2026-08-30 01:10:47,66,Alex Morgan,Chicago,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-30
2026-08-22 06:20:50,187,Alex Morgan,Dallas,SIP_ENTERPRISE,CallQueue,Success,,always,True,ORIGINATING,2026-08-22
2026-08-20 04:29:07,1240,Alex Morgan,Chicago,SIP_NATIONAL,CallForwardBusy,CallRejected,,always-pause-resume,False,TERMINATING,2026-08-20
2026-08-29 16:37:35,135,Morgan Quinn,Dallas,SIP_ENTERPRISE,CallQueue,Success,,,True,TERMINATING,2026-08-29
2026-09-04 15:21:27,1965,Priya Nair,Denver,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,TERMINATING,2026-09-04
2026-08-20 20:41:29,954,Alex Morgan,Denver,SIP_INBOUND,Deflection,Success,,always,True,ORIGINATING,2026-08-20
2026-09-01 17:01:05,1473,Morgan Quinn,London,SIP_ENTERPRISE,CallQueue,Success,,always,True,ORIGINATING,2026-09-01
2026-08-22 22:55:36,731,Jamie Ortiz,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-22
2026-08-26 17:04:07,2053,Jamie Ortiz,Dallas,SIP_ENTERPRISE,CallForwardBusy,UnassignedNumber,,,False,TERMINATING,2026-08-26
2026-08-16 04:24:07,921,Jordan Lee,Chicago,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-16
2026-08-28 01:53:59,0,Jordan Lee,Dallas,SIP_INTERNATIONAL,,CallRejected,,always-pause-resume,False,TERMINATING,2026-08-28
2026-08-16 12:23:29,1760,Sam Chen,Singapore,SIP_ENTERPRISE,,Success,,always,True,ORIGINATING,2026-08-16
2026-09-03 15:35:22,1985,Morgan Quinn,Dallas,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-09-03
2026-08-24 11:15:56,406,Marcus Webb,London,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-24
2026-08-16 17:00:41,250,Riley Park,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-16
2026-09-03 20:08:39,522,Alex Morgan,Chicago,SIP_SHORTCODE,ConsultativeTransfer,Success,,always,True,TERMINATING,2026-09-03
2026-08-27 20:42:51,164,Alex Morgan,Dallas,SIP_ENTERPRISE,CallQueue,Success,,,True,ORIGINATING,2026-08-27
2026-08-11 16:49:26,1425,Morgan Quinn,Denver,SIP_ENTERPRISE,,Success,,always-pause-resume,True,ORIGINATING,2026-08-11
2026-08-11 04:33:50,1161,Taylor Brooks,London,SIP_INTERNATIONAL,,Success,,,True,TERMINATING,2026-08-11
2026-08-16 08:42:17,64,Jamie Ortiz,London,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-16
2026-09-04 12:18:13,721,Morgan Quinn,Chicago,SIP_INBOUND,ConsultativeTransfer,Success,,always-pause-resume,True,ORIGINATING,2026-09-04
2026-09-02 17:07:59,1269,Sam Chen,Singapore,SIP_INTERNATIONAL,,Success,success,always-pause-resume,True,ORIGINATING,2026-09-02
2026-08-30 11:01:19,1597,Jordan Lee,Denver,SIP_INBOUND,Deflection,Success,,always,True,ORIGINATING,2026-08-30
2026-08-13 18:52:37,1402,Sam Chen,Chicago,SIP_INBOUND,CallQueue,Success,,always,True,ORIGINATING,2026-08-13
2026-08-23 22:57:13,640,Alex Morgan,Chicago,SIP_MOBILE,Deflection,CallRejected,,always,False,TERMINATING,2026-08-23
2026-08-26 04:17:22,984,Taylor Brooks,Denver,SIP_INBOUND,CallForwardNoAnswer,TemporarilyUnavailable,,always,False,ORIGINATING,2026-08-26
2026-08-11 10:55:14,2010,Taylor Brooks,Denver,SIP_INBOUND,CallQueue,Success,,always,True,TERMINATING,2026-08-11
2026-08-31 06:28:34,1833,Riley Park,Dallas,SIP_ENTERPRISE,Deflection,Success,,,True,ORIGINATING,2026-08-31
2026-09-02 02:42:43,161,Taylor Brooks,Chicago,SIP_INTERNATIONAL,CallForwardBusy,Success,,always,True,ORIGINATING,2026-09-02
2026-08-08 16:47:10,310,Jordan Lee,Chicago,SIP_ENTERPRISE,ConsultativeTransfer,TemporarilyUnavailable,,always-pause-resume,False,TERMINATING,2026-08-08
2026-08-11 09:32:52,741,Alex Morgan,London,SIP_ENTERPRISE,Deflection,Success,,always-pause-resume,True,ORIGINATING,2026-08-11
2026-08-27 08:36:42,179,Casey Rivera,Singapore,SIP_INBOUND,CallForwardNoAnswer,Success,success,always-pause-resume,True,ORIGINATING,2026-08-27
2026-08-26 04:58:09,2272,Jordan Lee,Denver,SIP_INBOUND,CallForwardBusy,Success,success,always,True,ORIGINATING,2026-08-26
2026-08-12 06:06:17,1089,Riley Park,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,TemporarilyUnavailable,,always,False,ORIGINATING,2026-08-12
2026-08-25 03:04:15,1114,Jamie Ortiz,Singapore,SIP_INBOUND,CallQueue,Success,,,True,ORIGINATING,2026-08-25
2026-09-05 04:44:57,2101,Jamie Ortiz,Dallas,SIP_ENTERPRISE,,Success,,always,True,ORIGINATING,2026-09-05
2026-08-24 16:05:45,2149,Priya Nair,Dallas,SIP_MOBILE,Deflection,Success,,always-pause-resume,True,TERMINATING,2026-08-24
2026-08-11 18:13:32,300,Marcus Webb,Chicago,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-11
2026-08-25 12:50:09,694,Marcus Webb,London,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always-pause-resume,True,ORIGINATING,2026-08-25
2026-08-24 22:42:31,517,Jamie Ortiz,Singapore,SIP_INBOUND,CallQueue,Success,,always,True,ORIGINATING,2026-08-24
2026-08-15 10:20:08,77,Jamie Ortiz,Denver,SIP_ENTERPRISE,CallQueue,Success,,,True,ORIGINATING,2026-08-15
2026-08-14 10:29:37,2351,Riley Park,Singapore,SIP_ENTERPRISE,Deflection,Success,,,True,ORIGINATING,2026-08-14
2026-08-20 22:29:44,2076,Riley Park,Denver,SIP_INBOUND,CallForwardNoAnswer,Success,,,True,TERMINATING,2026-08-20
2026-09-05 19:56:03,1515,Jamie Ortiz,Singapore,SIP_INBOUND,Deflection,Success,,,True,ORIGINATING,2026-09-05
2026-08-30 11:54:18,859,Casey Rivera,Singapore,SIP_NATIONAL,ConsultativeTransfer,Success,,always,True,TERMINATING,2026-08-30
2026-08-31 09:16:55,727,Casey Rivera,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-31
2026-08-25 07:55:11,440,Riley Park,Denver,SIP_ENTERPRISE,CallForwardBusy,TemporarilyUnavailable,,always,False,ORIGINATING,2026-08-25
2026-08-31 15:27:35,1016,Jordan Lee,London,SIP_MOBILE,,Success,,always-pause-resume,True,ORIGINATING,2026-08-31
2026-08-19 09:13:00,1842,Morgan Quinn,Dallas,SIP_INBOUND,CallForwardBusy,Success,,always-pause-resume,True,TERMINATING,2026-08-19
2026-08-27 12:36:27,193,Marcus Webb,Singapore,SIP_ENTERPRISE,CallForwardBusy,Success,,,True,TERMINATING,2026-08-27
2026-08-22 11:24:53,1685,Jordan Lee,London,SIP_INBOUND,CallForwardNoAnswer,Success,success,,True,TERMINATING,2026-08-22
2026-08-11 07:31:22,1467,Morgan Quinn,London,SIP_INBOUND,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-11
2026-08-18 19:08:09,1296,Sam Chen,Chicago,SIP_ENTERPRISE,CallQueue,Success,,always-pause-resume,True,TERMINATING,2026-08-18
2026-08-20 06:06:58,119,Riley Park,Dallas,SIP_INBOUND,Deflection,TemporarilyUnavailable,,,False,ORIGINATING,2026-08-20
2026-08-15 20:11:28,190,Jamie Ortiz,Chicago,SIP_NATIONAL,,Success,,always-pause-resume,True,TERMINATING,2026-08-15
2026-08-07 03:08:35,2336,Marcus Webb,London,SIP_INBOUND,CallForwardNoAnswer,Success,success,always,True,TERMINATING,2026-08-07
2026-08-22 10:22:41,485,Jamie Ortiz,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-22
2026-09-05 01:28:44,1612,Priya Nair,Dallas,SIP_ENTERPRISE,,Success,,always,True,ORIGINATING,2026-09-05
2026-08-10 10:15:36,818,Morgan Quinn,London,SIP_ENTERPRISE,Deflection,Success,,,True,TERMINATING,2026-08-10
2026-09-02 23:36:45,933,Alex Morgan,Denver,SIP_MOBILE,,Success,success,always,True,TERMINATING,2026-09-02
2026-08-21 21:32:18,1525,Riley Park,London,SIP_ENTERPRISE,CallForwardNoAnswer,Success,success,,True,ORIGINATING,2026-08-21
2026-08-25 02:58:47,2239,Jordan Lee,Chicago,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always-pause-resume,True,ORIGINATING,2026-08-25
2026-08-28 12:10:57,402,Alex Morgan,Denver,SIP_ENTERPRISE,Deflection,Success,,always-pause-resume,True,ORIGINATING,2026-08-28
2026-08-09 01:07:11,561,Taylor Brooks,Dallas,SIP_MOBILE,CallForwardNoAnswer,Success,success,always-pause-resume,True,TERMINATING,2026-08-09
2026-08-08 05:08:11,770,Marcus Webb,London,SIP_MOBILE,CallForwardBusy,Success,,,True,ORIGINATING,2026-08-08
2026-08-24 15:17:08,941,Alex Morgan,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-24
2026-08-31 12:56:07,2046,Sam Chen,Dallas,SIP_INBOUND,Deflection,Success,,always,True,ORIGINATING,2026-08-31
2026-08-07 11:23:33,1251,Taylor Brooks,Denver,SIP_ENTERPRISE,Deflection,Success,,always-pause-resume,True,ORIGINATING,2026-08-07
2026-08-16 12:26:02,1765,Sam Chen,Dallas,SIP_NATIONAL,,Success,,always,True,TERMINATING,2026-08-16
2026-08-06 22:24:50,793,Casey Rivera,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-06
2026-08-13 05:56:29,12,Morgan Quinn,Chicago,SIP_NATIONAL,Deflection,Success,,,True,TERMINATING,2026-08-13
2026-08-11 15:36:04,1028,Jordan Lee,Singapore,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always-pause-resume,True,ORIGINATING,2026-08-11
2026-08-19 21:27:35,2014,Casey Rivera,Denver,SIP_ENTERPRISE,CallQueue,Success,,,True,TERMINATING,2026-08-19
2026-08-27 15:39:13,2376,Morgan Quinn,Dallas,SIP_INBOUND,ConsultativeTransfer,Success,,always-pause-resume,True,ORIGINATING,2026-08-27
2026-08-15 03:01:14,1070,Morgan Quinn,Dallas,SIP_MOBILE,CallForwardBusy,Success,success,,True,ORIGINATING,2026-08-15
2026-08-12 00:00:20,726,Jordan Lee,London,SIP_ENTERPRISE,CallQueue,Success,,always,True,ORIGINATING,2026-08-12
2026-08-23 10:17:32,146,Marcus Webb,Dallas,SIP_INBOUND,CallForwardNoAnswer,UnassignedNumber,,always-pause-resume,False,ORIGINATING,2026-08-23
2026-08-27 06:12:43,1616,Morgan Quinn,Singapore,SIP_INBOUND,CallQueue,UnassignedNumber,,,False,ORIGINATING,2026-08-27
2026-08-26 08:58:50,2084,Priya Nair,Singapore,SIP_ENTERPRISE,CallQueue,Success,,always,True,TERMINATING,2026-08-26
2026-08-16 12:06:32,1496,Taylor Brooks,Singapore,SIP_ENTERPRISE,,Success,,always,True,TERMINATING,2026-08-16
2026-08-14 22:56:18,2352,Priya Nair,Chicago,SIP_ENTERPRISE,CallForwardBusy,Success,,,True,ORIGINATING,2026-08-14
2026-08-31 18:42:51,1431,Riley Park,London,SIP_ENTERPRISE,ConsultativeTransfer,TemporarilyUnavailable,,always-pause-resume,False,ORIGINATING,2026-08-31
2026-08-29 12:25:41,1982,Taylor Brooks,Singapore,SIP_MOBILE,CallQueue,Success,,always-pause-resume,True,TERMINATING,2026-08-29
2026-08-11 05:57:05,485,Priya Nair,London,SIP_MOBILE,Deflection,CallRejected,success,,False,ORIGINATING,2026-08-11
2026-08-07 14:51:05,1344,Casey Rivera,Singapore,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,TERMINATING,2026-08-07
2026-08-20 00:29:51,8,Alex Morgan,London,SIP_NATIONAL,CallForwardBusy,Success,success,always,True,ORIGINATING,2026-08-20
2026-08-18 08:40:58,1462,Taylor Brooks,Dallas,SIP_ENTERPRISE,Deflection,Success,,,True,TERMINATING,2026-08-18
2026-08-28 00:33:38,34,Sam Chen,Denver,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-28
2026-08-07 16:05:39,1887,Sam Chen,Chicago,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-07
2026-08-15 08:47:28,239,Riley Park,Chicago,SIP_INBOUND,,Success,,always,True,ORIGINATING,2026-08-15
2026-08-25 06:42:56,171,Marcus Webb,Chicago,SIP_INBOUND,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-25
2026-08-10 04:50:11,2255,Casey Rivera,Dallas,SIP_INBOUND,CallForwardNoAnswer,Success,,always,True,ORIGINATING,2026-08-10
2026-08-23 07:43:24,1618,Morgan Quinn,Chicago,SIP_ENTERPRISE,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-23
2026-08-09 13:21:55,2126,Priya Nair,London,SIP_ENTERPRISE,Deflection,Success,,always,True,TERMINATING,2026-08-09
2026-08-13 01:31:01,1617,Taylor Brooks,Singapore,SIP_NATIONAL,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-13
2026-08-30 17:58:34,472,Taylor Brooks,Chicago,SIP_NATIONAL,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-08-30
2026-08-13 18:12:19,756,Taylor Brooks,Chicago,SIP_ENTERPRISE,CallQueue,Success,,always-pause-resume,True,TERMINATING,2026-08-13
2026-08-13 13:21:12,979,Priya Nair,London,SIP_ENTERPRISE,CallQueue,Success,,always,True,ORIGINATING,2026-08-13
2026-08-14 19:28:44,2399,Casey Rivera,Chicago,SIP_INBOUND,Deflection,Success,,,True,ORIGINATING,2026-08-14
2026-09-02 02:33:06,1885,Taylor Brooks,Chicago,SIP_ENTERPRISE,CallQueue,Success,,,True,ORIGINATING,2026-09-02
2026-08-22 14:58:12,848,Jordan Lee,London,SIP_ENTERPRISE,CallQueue,Success,success,always-pause-resume,True,TERMINATING,2026-08-22
2026-08-06 16:56:04,1709,Morgan Quinn,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-08-06
2026-08-10 02:43:55,1330,Marcus Webb,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,TERMINATING,2026-08-10
2026-08-08 08:46:20,174,Taylor Brooks,Chicago,SIP_ENTERPRISE,CallQueue,Success,,always-pause-resume,True,ORIGINATING,2026-08-08
2026-08-31 01:54:50,1188,Taylor Brooks,Denver,SIP_MOBILE,CallForwardBusy,Success,success,always-pause-resume,True,ORIGINATING,2026-08-31
2026-09-03 15:41:23,73,Marcus Webb,Denver,SIP_NATIONAL,Deflection,Success,,always-pause-resume,True,TERMINATING,2026-09-03
2026-08-27 21:38:08,1090,Jamie Ortiz,Dallas,SIP_NATIONAL,ConsultativeTransfer,Success,,,True,TERMINATING,2026-08-27
2026-08-18 03:12:04,266,Riley Park,London,SIP_MOBILE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-18
2026-09-04 04:59:09,613,Sam Chen,Chicago,SIP_ENTERPRISE,CallQueue,CallRejected,,always-pause-resume,False,ORIGINATING,2026-09-04
2026-08-30 18:15:08,161,Casey Rivera,Chicago,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,TERMINATING,2026-08-30
2026-08-20 02:13:04,875,Marcus Webb,Denver,SIP_ENTERPRISE,CallQueue,Success,failed,,True,ORIGINATING,2026-08-20
2026-09-04 10:34:32,675,Morgan Quinn,London,SIP_ENTERPRISE,CallQueue,UnassignedNumber,success,,False,ORIGINATING,2026-09-04
2026-09-04 18:41:07,220,Priya Nair,Chicago,SIP_INBOUND,CallQueue,TemporarilyUnavailable,,,False,ORIGINATING,2026-09-04
2026-08-15 04:05:06,1080,Marcus Webb,Chicago,SIP_ENTERPRISE,CallQueue,Success,,,True,ORIGINATING,2026-08-15
2026-08-30 20:35:04,1482,Sam Chen,Chicago,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-30
2026-08-09 14:01:08,348,Alex Morgan,London,SIP_NATIONAL,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-09
2026-08-12 20:19:14,48,Sam Chen,Singapore,SIP_ENTERPRISE,,Success,,,True,TERMINATING,2026-08-12
2026-09-04 23:30:29,113,Jamie Ortiz,Singapore,SIP_MOBILE,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-09-04
2026-09-02 15:10:11,1774,Morgan Quinn,London,SIP_NATIONAL,CallForwardNoAnswer,Success,success,always-pause-resume,True,ORIGINATING,2026-09-02
2026-08-16 08:52:20,2204,Priya Nair,Denver,SIP_MOBILE,,Success,,always,True,ORIGINATING,2026-08-16
2026-08-12 20:49:18,966,Marcus Webb,Denver,SIP_INBOUND,,Success,,always,True,TERMINATING,2026-08-12
2026-09-01 18:29:50,1173,Priya Nair,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-09-01
2026-09-01 09:13:02,1770,Taylor Brooks,Denver,SIP_INBOUND,CallForwardBusy,CallRejected,,always,False,ORIGINATING,2026-09-01
2026-08-20 13:14:44,2094,Taylor Brooks,London,SIP_ENTERPRISE,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-20
2026-08-17 01:39:44,1559,Sam Chen,Singapore,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-17
2026-08-23 06:33:59,1685,Marcus Webb,Chicago,SIP_ENTERPRISE,,Success,,,True,ORIGINATING,2026-08-23
2026-08-19 13:30:38,2320,Jamie Ortiz,Chicago,SIP_INBOUND,CallQueue,Success,,always-pause-resume,True,TERMINATING,2026-08-19
2026-09-03 22:46:46,1692,Taylor Brooks,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always-pause-resume,True,TERMINATING,2026-09-03
2026-09-04 16:15:05,515,Sam Chen,Singapore,SIP_MOBILE,ConsultativeTransfer,TemporarilyUnavailable,,always-pause-resume,False,ORIGINATING,2026-09-04
2026-08-06 01:15:37,1293,Alex Morgan,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-06
2026-09-02 22:13:39,750,Sam Chen,Singapore,SIP_ENTERPRISE,,UnassignedNumber,success,always,False,TERMINATING,2026-09-02
2026-08-08 09:14:00,1162,Casey Rivera,Singapore,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,TERMINATING,2026-08-08
2026-08-17 07:04:59,1894,Jordan Lee,Dallas,SIP_ENTERPRISE,CallForwardNoAnswer,Success,success,,True,ORIGINATING,2026-08-17
2026-08-16 22:45:00,1204,Jamie Ortiz,Dallas,SIP_MOBILE,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-16
2026-09-04 02:07:16,662,Riley Park,Chicago,SIP_ENTERPRISE,CallForwardBusy,Success,,,True,ORIGINATING,2026-09-04
