Start time,Duration,User,Location,Call type,Related reason,Call outcome reason,Call Recording Result,Call Recording Trigger,Answered,Direction,_day
2026-08-29 04:09:05,2004,Marcus Webb,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,success,,True,ORIGINATING,2026-08-29
2026-08-30 17:49:04,2192,Jamie Ortiz,Dallas,SIP_INBOUND,Deflection,CallRejected,,always,False,ORIGINATING,2026-08-30
2026-08-19 06:53:16,1070,Sam Chen,Chicago,SIP_MOBILE,CallForwardBusy,Success,,always-pause-resume,True,TERMINATING,2026-08-19
2026-08-13 19:41:24,218,Alex Morgan,Singapore,SIP_ENTERPRISE,,Success,,always,True,ORIGINATING,2026-08-13
2026-09-04 10:30:40,629,Alex Morgan,Singapore,SIP_ENTERPRISE,CallQueue,Success,success,always-pause-resume,True,ORIGINATING,2026-09-04
2026-08-13 22:38:43,474,Marcus Webb,Singapore,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always,True,TERMINATING,2026-08-13
2026-08-23 20:23:33,817,Riley Park,London,SIP_MOBILE,Deflection,TemporarilyUnavailable,,,False,TERMINATING,2026-08-23
2026-09-01 08:37:05,173,Jordan Lee,Singapore,SIP_INBOUND,CallForwardNoAnswer,Success,,,True,TERMINATING,2026-09-01
2026-08-06 09:24:47,1780,Jamie Ortiz,Chicago,SIP_ENTERPRISE,,Success,,always,True,TERMINATING,2026-08-06
2026-08-11 11:02:45,2209,Casey Rivera,Singapore,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,TERMINATING,2026-08-11
2026-09-01 09:40:28,1851,Jordan Lee,Denver,SIP_NATIONAL,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-09-01
2026-08-21 07:45:50,1458,Jamie Ortiz,Dallas,SIP_ENTERPRISE,,Success,,always-pause-resume,True,ORIGINATING,2026-08-21
2026-08-06 07:33:08,989,Riley Park,London,SIP_INTERNATIONAL,Deflection,Success,,always,True,TERMINATING,2026-08-06
2026-08-12 20:52:03,1516,Casey Rivera,Singapore,SIP_INBOUND,,Success,,,True,TERMINATING,2026-08-12
2026-08-16 21:44:49,949,Casey Rivera,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,success,,True,ORIGINATING,2026-08-16
2026-08-11 22:30:23,2153,Casey Rivera,Singapore,SIP_NATIONAL,ConsultativeTransfer,Success,,always,True,TERMINATING,2026-08-11
2026-08-11 13:30:16,1128,Priya Nair,Dallas,SIP_ENTERPRISE,CallQueue,CallRejected,,,False,TERMINATING,2026-08-11
2026-08-09 04:19:30,1965,Casey Rivera,London,SIP_ENTERPRISE,CallForwardBusy,Success,success,always,True,ORIGINATING,2026-08-09
2026-08-18 10:07:34,616,Alex Morgan,Dallas,SIP_ENTERPRISE,CallQueue,Success,success,always,True,ORIGINATING,2026-08-18
2026-08-29 16:44:45,2145,Marcus Webb,Dallas,SIP_INBOUND,CallForwardNoAnswer,Success,,always-pause-resume,True,TERMINATING,2026-08-29
2026-08-23 15:03:37,869,Jordan Lee,Dallas,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always,True,ORIGINATING,2026-08-23
2026-08-06 01:59:26,1197,Marcus Webb,London,SIP_ENTERPRISE,CallForwardBusy,CallRejected,,always,False,ORIGINATING,2026-08-06
2026-08-13 05:40:02,1746,Marcus Webb,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,UnassignedNumber,,always,False,ORIGINATING,2026-08-13
2026-08-07 20:22:14,1187,Marcus Webb,Singapore,SIP_NATIONAL,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-07
2026-08-22 17:44:46,1774,Marcus Webb,Chicago,SIP_ENTERPRISE,CallQueue,Success,success,,True,ORIGINATING,2026-08-22
2026-08-24 04:49:10,169,Casey Rivera,Singapore,SIP_ENTERPRISE,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-24
2026-09-05 21:43:38,1930,Jamie Ortiz,Chicago,SIP_ENTERPRISE,CallQueue,Success,,always-pause-resume,True,TERMINATING,2026-09-05
2026-08-27 12:05:35,155,Riley Park,Singapore,SIP_ENTERPRISE,CallForwardBusy,Success,,,True,ORIGINATING,2026-08-27
2026-08-26 09:17:57,773,Riley Park,Chicago,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-26
2026-08-14 06:41:23,1990,Casey Rivera,London,SIP_ENTERPRISE,CallQueue,Success,,,True,ORIGINATING,2026-08-14
2026-08-15 15:11:53,925,Riley Park,Chicago,SIP_ENTERPRISE,Deflection,Success,,,True,ORIGINATING,2026-08-15
2026-08-21 10:47:28,1706,Priya Nair,Denver,SIP_INBOUND,CallForwardNoAnswer,Success,,always,True,TERMINATING,2026-08-21
2026-08-11 21:48:50,1136,Sam Chen,Chicago,SIP_INBOUND,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-11
2026-08-14 18:25:55,2010,Marcus Webb,Singapore,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-08-14
2026-08-17 16:38:39,1687,Taylor Brooks,Singapore,SIP_INTERNATIONAL,CallForwardBusy,CallRejected,,always-pause-resume,False,ORIGINATING,2026-08-17
2026-08-30 13:32:27,156,Sam Chen,London,SIP_INBOUND,Deflection,Success,,always-pause-resume,True,ORIGINATING,2026-08-30
2026-08-22 07:18:27,637,Sam Chen,London,SIP_ENTERPRISE,CallForwardNoAnswer,TemporarilyUnavailable,,,False,TERMINATING,2026-08-22
2026-08-26 03:28:42,1302,Priya Nair,London,SIP_MOBILE,CallForwardNoAnswer,Success,,always,True,ORIGINATING,2026-08-26
2026-08-08 02:54:18,375,Casey Rivera,Dallas,SIP_INBOUND,Deflection,Success,,always-pause-resume,True,ORIGINATING,2026-08-08
2026-08-27 12:20:12,234,Alex Morgan,Denver,SIP_MOBILE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-27
2026-08-27 03:15:34,1571,Sam Chen,Chicago,SIP_ENTERPRISE,CallQueue,Success,,always,True,TERMINATING,2026-08-27
2026-08-25 18:36:03,1183,Alex Morgan,London,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,TERMINATING,2026-08-25
2026-08-25 19:22:13,1242,Casey Rivera,London,SIP_ENTERPRISE,CallQueue,Success,,always-pause-resume,True,ORIGINATING,2026-08-25
2026-08-17 03:03:56,1626,Casey Rivera,Chicago,SIP_ENTERPRISE,,Success,,always,True,ORIGINATING,2026-08-17
2026-08-29 02:24:29,1448,Casey Rivera,Dallas,SIP_NATIONAL,,Success,,,True,ORIGINATING,2026-08-29
2026-08-31 23:43:22,1810,Alex Morgan,Denver,SIP_INBOUND,ConsultativeTransfer,CallRejected,,always-pause-resume,False,ORIGINATING,2026-08-31
2026-08-18 21:08:03,2179,Priya Nair,Denver,SIP_ENTERPRISE,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-18
2026-09-01 23:34:31,581,Jamie Ortiz,Chicago,SIP_NATIONAL,,Success,,always-pause-resume,True,ORIGINATING,2026-09-01
2026-08-17 08:08:11,2202,Alex Morgan,Denver,SIP_NATIONAL,ConsultativeTransfer,Success,,,True,TERMINATING,2026-08-17
2026-08-31 11:52:42,0,Taylor Brooks,London,SIP_INTERNATIONAL,CallQueue,Success,,,True,ORIGINATING,2026-08-31
2026-08-25 16:44:25,482,Casey Rivera,London,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-25
2026-08-13 06:41:28,1524,Riley Park,London,SIP_ENTERPRISE,CallForwardBusy,Success,,,True,ORIGINATING,2026-08-13
2026-08-28 12:35:23,1676,Jordan Lee,London,SIP_MOBILE,CallQueue,Success,,always-pause-resume,True,TERMINATING,2026-08-28
2026-09-04 11:12:46,2235,Jordan Lee,Denver,SIP_MOBILE,ConsultativeTransfer,Success,success,always,True,ORIGINATING,2026-09-04
2026-09-04 10:03:50,92,Jordan Lee,Dallas,SIP_NATIONAL,CallForwardNoAnswer,CallRejected,,always,False,ORIGINATING,2026-09-04
2026-08-31 17:23:04,959,Marcus Webb,Dallas,SIP_INBOUND,Deflection,Success,,always-pause-resume,True,ORIGINATING,2026-08-31
2026-09-05 14:43:13,110,Sam Chen,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-09-05
2026-08-11 09:38:21,470,Riley Park,Singapore,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-11
2026-08-20 00:17:31,2140,Marcus Webb,Chicago,SIP_ENTERPRISE,CallForwardBusy,Success,success,always-pause-resume,True,TERMINATING,2026-08-20
2026-08-27 06:27:23,335,Jamie Ortiz,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-27
2026-08-22 23:58:37,1212,Marcus Webb,Singapore,SIP_ENTERPRISE,,Success,success,always,True,ORIGINATING,2026-08-22
2026-08-26 04:16:55,1854,Taylor Brooks,London,SIP_NATIONAL,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-26
2026-08-08 22:44:37,630,Casey Rivera,Denver,SIP_ENTERPRISE,Deflection,Success,success,always,True,TERMINATING,2026-08-08
2026-08-08 23:50:38,250,Sam Chen,Singapore,SIP_NATIONAL,Deflection,Success,,always-pause-resume,True,TERMINATING,2026-08-08
2026-09-02 01:57:49,1445,Alex Morgan,Denver,SIP_INTERNATIONAL,CallForwardBusy,UnassignedNumber,,always,False,ORIGINATING,2026-09-02
2026-08-16 20:29:05,2356,Jordan Lee,Denver,SIP_INBOUND,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-16
2026-08-25 22:10:05,743,Casey Rivera,Chicago,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-25
2026-09-01 23:10:40,586,Riley Park,Chicago,SIP_INBOUND,CallForwardNoAnswer,Success,success,always,True,TERMINATING,2026-09-01
2026-08-19 00:21:19,1333,Morgan Quinn,Denver,SIP_ENTERPRISE,Deflection,Success,success,always,True,ORIGINATING,2026-08-19
2026-08-29 09:18:01,1819,Jordan Lee,Denver,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-29
2026-08-09 12:40:48,1998,Casey Rivera,Singapore,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always,True,ORIGINATING,2026-08-09
2026-08-12 08:05:26,36,Casey Rivera,Denver,SIP_INTERNATIONAL,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-12
2026-08-21 12:11:42,1631,Morgan Quinn,Chicago,SIP_NATIONAL,Deflection,Success,success,always-pause-resume,True,ORIGINATING,2026-08-21
2026-08-19 07:23:15,476,Riley Park,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-19
2026-09-03 12:18:31,1789,Jordan Lee,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,TERMINATING,2026-09-03
2026-08-12 20:50:58,472,Jordan Lee,Singapore,SIP_NATIONAL,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-08-12
2026-08-31 06:23:15,813,Sam Chen,Denver,SIP_ENTERPRISE,Deflection,Success,,always,True,ORIGINATING,2026-08-31
2026-08-21 07:37:23,2317,Marcus Webb,London,SIP_NATIONAL,,Success,,always-pause-resume,True,ORIGINATING,2026-08-21
2026-08-19 15:11:00,235,Casey Rivera,Denver,SIP_ENTERPRISE,Deflection,Success,,always,True,TERMINATING,2026-08-19
2026-08-31 18:46:56,2081,Jordan Lee,Singapore,SIP_ENTERPRISE,,Success,,always,True,TERMINATING,2026-08-31
2026-09-03 04:19:59,1953,Taylor Brooks,Denver,SIP_INBOUND,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-09-03
2026-08-21 15:23:04,1804,Taylor Brooks,London,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always-pause-resume,True,TERMINATING,2026-08-21
2026-08-30 00:12:06,274,Alex Morgan,Denver,SIP_INBOUND,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-08-30
2026-09-04 21:31:15,338,Sam Chen,Denver,SIP_INBOUND,,Success,,,True,ORIGINATING,2026-09-04
2026-08-18 03:37:00,2294,Jordan Lee,Denver,SIP_INBOUND,,Success,,,True,ORIGINATING,2026-08-18
2026-09-05 21:53:24,2087,Jordan Lee,London,SIP_MOBILE,CallQueue,Success,,always-pause-resume,True,TERMINATING,2026-09-05
2026-08-11 22:51:06,1216,Sam Chen,Chicago,SIP_SHORTCODE,,Success,,,True,ORIGINATING,2026-08-11
2026-08-26 12:28:31,1548,Marcus Webb,Dallas,SIP_MOBILE,CallForwardNoAnswer,Success,,always,True,ORIGINATING,2026-08-26
2026-08-19 13:37:44,1172,Taylor Brooks,London,SIP_ENTERPRISE,CallQueue,Success,,always-pause-resume,True,TERMINATING,2026-08-19
2026-09-03 00:33:24,1896,Marcus Webb,London,SIP_ENTERPRISE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-09-03
2026-08-30 20:08:12,1973,Casey Rivera,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,Success,success,always,True,TERMINATING,2026-08-30
2026-08-08 14:24:11,608,Jamie Ortiz,Singapore,SIP_ENTERPRISE,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-08
2026-08-18 20:40:59,1586,Morgan Quinn,Dallas,SIP_ENTERPRISE,Deflection,Success,success,,True,ORIGINATING,2026-08-18
2026-08-16 09:27:21,1940,Alex Morgan,Denver,SIP_ENTERPRISE,CallForwardBusy,Success,,,True,ORIGINATING,2026-08-16
2026-09-03 01:57:28,2252,Taylor Brooks,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,,always,True,TERMINATING,2026-09-03
2026-08-09 18:39:18,262,Marcus Webb,London,SIP_ENTERPRISE,Deflection,UnassignedNumber,,,False,ORIGINATING,2026-08-09
2026-08-23 19:50:07,11,Casey Rivera,London,SIP_INBOUND,,Success,,,True,ORIGINATING,2026-08-23
2026-08-22 05:28:21,2083,Priya Nair,Singapore,SIP_ENTERPRISE,CallForwardBusy,Success,success,always,True,ORIGINATING,2026-08-22
2026-08-17 23:50:22,281,Alex Morgan,Denver,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,,True,TERMINATING,2026-08-17
2026-08-10 03:15:24,1908,Morgan Quinn,Dallas,SIP_ENTERPRISE,CallQueue,Success,,always,True,ORIGINATING,2026-08-10
2026-08-30 01:29:08,184,Casey Rivera,Dallas,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,TERMINATING,2026-08-30
2026-09-05 15:54:26,787,Casey Rivera,Chicago,SIP_ENTERPRISE,,Success,success,always-pause-resume,True,TERMINATING,2026-09-05
2026-08-09 20:36:33,1588,Riley Park,London,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,TERMINATING,2026-08-09
2026-08-30 20:03:15,744,Jordan Lee,London,SIP_INBOUND,,Success,success,always-pause-resume,True,TERMINATING,2026-08-30
2026-08-19 19:45:40,1444,Sam Chen,London,SIP_INBOUND,CallForwardNoAnswer,Success,,always-pause-resume,True,TERMINATING,2026-08-19
2026-08-25 19:45:54,1668,Alex Morgan,Chicago,SIP_NATIONAL,Deflection,Success,,always,True,ORIGINATING,2026-08-25
2026-08-27 00:29:53,971,Sam Chen,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always,True,ORIGINATING,2026-08-27
2026-08-10 18:09:28,1823,Morgan Quinn,Denver,SIP_ENTERPRISE,CallForwardBusy,Success,,always-pause-resume,True,ORIGINATING,2026-08-10
2026-08-14 15:20:42,2305,Sam Chen,London,SIP_INTERNATIONAL,CallQueue,UnassignedNumber,,,False,TERMINATING,2026-08-14
2026-08-27 12:19:17,560,Taylor Brooks,Chicago,SIP_SHORTCODE,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-27
2026-09-04 23:51:56,2257,Morgan Quinn,Chicago,UNKNOWN,,Success,,,True,ORIGINATING,2026-09-04
2026-08-25 18:26:55,502,Priya Nair,Dallas,SIP_NATIONAL,CallForwardBusy,Success,,always,True,TERMINATING,2026-08-25
2026-08-23 04:11:31,358,Priya Nair,Dallas,SIP_ENTERPRISE,CallForwardBusy,TemporarilyUnavailable,,,False,TERMINATING,2026-08-23
2026-08-29 20:15:30,1303,Jordan Lee,Dallas,SIP_NATIONAL,ConsultativeTransfer,Success,,always,True,ORIGINATING,2026-08-29
2026-08-25 20:00:24,2064,Sam Chen,London,SIP_ENTERPRISE,CallQueue,Success,,always-pause-resume,True,ORIGINATING,2026-08-25
2026-08-11 00:30:12,1031,Priya Nair,Denver,SIP_INTERNATIONAL,,Success,,always-pause-resume,True,ORIGINATING,2026-08-11
2026-08-22 12:54:27,2383,Sam Chen,Singapore,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-22
2026-08-07 06:38:54,2367,Jordan Lee,Chicago,SIP_MOBILE,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-07
2026-08-21 10:32:25,1983,Casey Rivera,Denver,SIP_INBOUND,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-21
2026-08-07 20:34:31,840,Jamie Ortiz,London,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,TERMINATING,2026-08-07
2026-09-05 05:40:42,2305,Morgan Quinn,Singapore,SIP_ENTERPRISE,CallForwardBusy,UnassignedNumber,,always,False,ORIGINATING,2026-09-05
2026-08-09 00:01:40,1717,Riley Park,Singapore,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-08-09
2026-08-15 16:39:35,1917,Jamie Ortiz,Singapore,SIP_NATIONAL,CallForwardBusy,Success,success,,True,TERMINATING,2026-08-15
2026-09-04 23:12:53,212,Morgan Quinn,Chicago,SIP_ENTERPRISE,,Success,,always-pause-resume,True,TERMINATING,2026-09-04
2026-08-22 15:17:52,1088,Riley Park,Dallas,SIP_NATIONAL,CallForwardBusy,Success,,always,True,ORIGINATING,2026-08-22
2026-08-23 09:59:30,1587,Casey Rivera,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-23
2026-08-09 16:23:43,595,Morgan Quinn,Singapore,SIP_INTERNATIONAL,Deflection,Success,,always,True,ORIGINATING,2026-08-09
2026-08-28 02:54:44,615,Priya Nair,London,SIP_NATIONAL,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-28
2026-08-18 04:21:29,1382,Casey Rivera,Singapore,SIP_INBOUND,CallForwardNoAnswer,Success,,always-pause-resume,True,TERMINATING,2026-08-18
2026-08-31 06:55:01,2395,Jordan Lee,London,SIP_ENTERPRISE,,Success,,always,True,ORIGINATING,2026-08-31
2026-08-20 17:05:42,215,Marcus Webb,Singapore,SIP_INTERNATIONAL,CallForwardNoAnswer,Success,,always-pause-resume,True,ORIGINATING,2026-08-20
2026-08-31 11:18:57,786,Marcus Webb,Chicago,SIP_ENTERPRISE,,CallRejected,,always,False,TERMINATING,2026-08-31
2026-08-21 13:21:13,570,Jamie Ortiz,Chicago,SIP_INBOUND,CallForwardBusy,Success,,,True,TERMINATING,2026-08-21
2026-08-15 17:25:54,2242,Priya Nair,Denver,SIP_ENTERPRISE,,Success,,,True,TERMINATING,2026-08-15
2026-08-24 21:53:49,2290,Taylor Brooks,Denver,SIP_ENTERPRISE,ConsultativeTransfer,Success,,,True,ORIGINATING,2026-08-24
2026-08-27 09:32:18,2300,Jamie Ortiz,Denver,SIP_ENTERPRISE,Deflection,Success,,,True,ORIGINATING,2026-08-27
2026-08-22 20:08:02,604,Riley Park,Denver,SIP_MOBILE,ConsultativeTransfer,Success,,always-pause-resume,True,ORIGINATING,2026-08-22
2026-08-13 22:47:39,1115,Taylor Brooks,Singapore,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-13
2026-08-13 10:01:33,958,Priya Nair,Dallas,SIP_ENTERPRISE,Deflection,CallRejected,,,False,ORIGINATING,2026-08-13
2026-08-06 03:51:17,1953,Sam Chen,London,SIP_INBOUND,ConsultativeTransfer,Success,,always-pause-resume,True,ORIGINATING,2026-08-06
2026-08-07 20:01:01,2196,Marcus Webb,Dallas,SIP_NATIONAL,CallQueue,Success,success,always-pause-resume,True,ORIGINATING,2026-08-07
2026-09-03 22:50:18,768,Riley Park,London,SIP_ENTERPRISE,Deflection,Success,,always,True,TERMINATING,2026-09-03
2026-08-23 14:33:49,1866,Morgan Quinn,Denver,SIP_ENTERPRISE,CallQueue,Success,,,True,TERMINATING,2026-08-23
2026-08-14 10:59:26,1884,Morgan Quinn,Dallas,SIP_NATIONAL,ConsultativeTransfer,Success,success,always-pause-resume,True,ORIGINATING,2026-08-14
2026-08-26 21:45:16,1756,Marcus Webb,London,SIP_ENTERPRISE,CallQueue,Success,,always,True,TERMINATING,2026-08-26
2026-08-16 00:45:34,969,Casey Rivera,London,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,,True,ORIGINATING,2026-08-16
2026-08-06 08:30:29,489,Taylor Brooks,Chicago,SIP_INBOUND,,Success,,always-pause-resume,True,ORIGINATING,2026-08-06
2026-08-09 15:21:26,909,Casey Rivera,Denver,SIP_MOBILE,,Success,,,True,TERMINATING,2026-08-09
2026-08-18 21:23:20,899,Jamie Ortiz,Singapore,SIP_ENTERPRISE,Deflection,Success,,,True,TERMINATING,2026-08-18
2026-08-22 08:57:38,257,Marcus Webb,Chicago,SIP_ENTERPRISE,CallForwardNoAnswer,Success,,always,True,ORIGINATING,2026-08-22
2026-08-16 04:07:10,2393,Jordan Lee,Dallas,SIP_ENTERPRISE,Deflection,Success,,always-pause-resume,True,ORIGINATING,2026-08-16
2026-08-21 21:51:23,1898,Alex Morgan,Singapore,SIP_ENTERPRISE,ConsultativeTransfer,Success,success,always,True,ORIGINATING,2026-08-21
