User Name,Start Time,Location,Call Quality,Duration(s),Audio Packet Loss (%),Audio Latency (ms),Call Type
Taylor Brooks,2026-09-04 14:31:13,Chicago,Good,934,0.44,64,SIP_ENTERPRISE
Jamie Ortiz,2026-08-18 19:35:29,London,Good,898,0.03,50,SIP_INBOUND
Casey Rivera,2026-08-11 23:08:52,London,Good,1114,0.21,49,SIP_ENTERPRISE
Marcus Webb,2026-08-11 22:31:51,Dallas,Good,643,0.26,53,SIP_ENTERPRISE
Riley Park,2026-08-06 11:37:16,London,Good,978,0.04,53,SIP_NATIONAL
Jordan Lee,2026-08-14 10:02:27,London,Fair,1356,0.59,75,SIP_ENTERPRISE
Taylor Brooks,2026-08-13 03:21:39,Dallas,Fair,60,0.26,23,SIP_ENTERPRISE
Marcus Webb,2026-08-25 07:41:22,Denver,Good,716,0.42,48,SIP_ENTERPRISE
Jamie Ortiz,2026-08-31 13:43:44,London,Fair,1530,0.13,26,SIP_ENTERPRISE
Sam Chen,2026-08-16 05:17:42,Singapore,Good,1473,0.54,60,SIP_ENTERPRISE
Jamie Ortiz,2026-08-30 14:39:42,Dallas,Good,387,0.17,22,SIP_ENTERPRISE
Jordan Lee,2026-08-11 19:00:27,London,Good,388,0.57,38,SIP_ENTERPRISE
Marcus Webb,2026-08-14 09:00:15,Denver,Fair,1075,0.71,53,SIP_ENTERPRISE
Taylor Brooks,2026-08-24 15:25:36,Singapore,Good,233,0.2,35,SIP_ENTERPRISE
Marcus Webb,2026-08-11 13:41:37,London,Good,2048,0.03,75,SIP_ENTERPRISE
Casey Rivera,2026-08-26 20:51:26,Chicago,Good,1259,0.34,87,SIP_ENTERPRISE
Riley Park,2026-08-08 14:27:53,London,Fair,1940,0.57,35,SIP_INBOUND
Priya Nair,2026-08-18 20:10:48,London,Poor,1198,0.19,360,SIP_ENTERPRISE
Priya Nair,2026-08-19 12:04:26,Singapore,Good,1160,0.77,36,SIP_ENTERPRISE
Riley Park,2026-08-20 13:02:00,Singapore,Good,1052,0.64,61,SIP_MOBILE
Sam Chen,2026-09-04 10:02:34,Denver,Fair,1289,0.75,44,SIP_ENTERPRISE
Marcus Webb,2026-08-11 22:16:08,Denver,Good,561,0.64,82,SIP_MOBILE
Jordan Lee,2026-08-15 03:39:45,Singapore,Good,718,0.59,58,SIP_INBOUND
Casey Rivera,2026-09-03 10:11:31,London,Good,379,0.7,33,SIP_ENTERPRISE
Jamie Ortiz,2026-08-27 06:38:57,Denver,Good,918,0.46,75,SIP_ENTERPRISE
Priya Nair,2026-08-31 17:32:30,London,Good,744,0.57,46,SIP_ENTERPRISE
Riley Park,2026-08-25 19:15:52,London,Fair,1210,0.42,76,SIP_NATIONAL
Priya Nair,2026-09-01 03:30:45,Denver,Good,1349,0.29,67,SIP_ENTERPRISE
Riley Park,2026-08-29 04:38:48,Denver,Fair,1853,0.19,52,SIP_NATIONAL
Riley Park,2026-08-10 03:42:18,Singapore,Good,110,0.57,20,SIP_NATIONAL
Jamie Ortiz,2026-08-08 07:55:36,Singapore,Good,906,0.65,38,SIP_ENTERPRISE
Jordan Lee,2026-09-04 22:31:42,Chicago,Good,1125,0.06,60,SIP_ENTERPRISE
Jordan Lee,2026-08-22 03:57:38,Denver,Good,2199,0.36,82,SIP_INBOUND
Alex Morgan,2026-08-14 21:04:38,London,Fair,899,0.65,46,SIP_ENTERPRISE
Priya Nair,2026-09-04 00:04:58,Chicago,Fair,965,0.75,40,SIP_MOBILE
Casey Rivera,2026-08-24 11:32:45,Chicago,Good,551,0.69,84,SIP_INBOUND
Morgan Quinn,2026-09-05 13:38:19,London,Good,669,0.23,30,SIP_ENTERPRISE
Alex Morgan,2026-08-19 07:03:30,London,Poor,506,4.28,361,SIP_ENTERPRISE
Riley Park,2026-08-09 04:08:14,Denver,Fair,2078,0.12,46,SIP_NATIONAL
Taylor Brooks,2026-08-25 11:03:31,London,Good,1085,0.03,75,SIP_INBOUND
Riley Park,2026-08-21 06:48:01,Dallas,Fair,1016,0.22,82,SIP_INBOUND
Taylor Brooks,2026-08-12 09:47:18,Denver,Fair,631,0.3,86,SIP_ENTERPRISE
Taylor Brooks,2026-08-19 06:20:47,Singapore,Good,1142,0.01,65,SIP_INBOUND
Marcus Webb,2026-08-20 16:16:29,Dallas,Fair,413,0.18,69,SIP_MOBILE
Casey Rivera,2026-08-25 21:56:16,Chicago,Good,1515,0.15,49,SIP_SHORTCODE
Morgan Quinn,2026-08-18 22:58:39,Dallas,Fair,1041,0.22,82,UNKNOWN
Casey Rivera,2026-08-30 21:33:50,Dallas,Fair,2170,0.37,47,SIP_NATIONAL
Jamie Ortiz,2026-08-24 19:31:56,Dallas,Fair,1048,0.55,84,SIP_INBOUND
Jamie Ortiz,2026-08-28 08:43:54,Chicago,Good,1620,0.19,28,SIP_INBOUND
Morgan Quinn,2026-09-01 08:32:40,Dallas,Fair,1984,0.27,86,SIP_ENTERPRISE
Taylor Brooks,2026-08-10 15:57:14,Chicago,Good,1645,0.6,32,SIP_NATIONAL
Priya Nair,2026-08-24 10:09:42,Denver,Fair,1431,0.28,77,SIP_ENTERPRISE
Riley Park,2026-08-10 14:29:25,Singapore,Good,740,0.24,73,SIP_INBOUND
Taylor Brooks,2026-08-30 01:27:57,Chicago,Good,1530,0.72,60,SIP_ENTERPRISE
Riley Park,2026-08-21 02:23:48,Denver,Good,1526,0.27,23,SIP_ENTERPRISE
Priya Nair,2026-08-12 22:17:54,London,Fair,80,0.75,26,SIP_ENTERPRISE
Marcus Webb,2026-08-06 07:44:56,Chicago,Good,158,0.14,77,SIP_NATIONAL
Priya Nair,2026-08-11 17:13:33,London,Fair,181,0.59,69,SIP_INBOUND
Jamie Ortiz,2026-09-04 07:01:50,Dallas,Good,1232,0.24,88,SIP_ENTERPRISE
Sam Chen,2026-08-29 07:37:19,Singapore,Good,1553,0.06,88,SIP_ENTERPRISE
Jamie Ortiz,2026-08-31 06:18:28,Chicago,Good,360,0.44,62,SIP_ENTERPRISE
Morgan Quinn,2026-08-13 23:28:05,Denver,Fair,799,0.35,30,SIP_INBOUND
Riley Park,2026-08-21 23:16:34,Singapore,Good,706,0.31,40,SIP_ENTERPRISE
Marcus Webb,2026-08-23 20:41:13,Chicago,Good,962,0.28,25,SIP_INBOUND
Casey Rivera,2026-09-04 15:33:35,London,Good,1615,0.55,51,SIP_INBOUND
Alex Morgan,2026-08-13 09:24:44,London,Fair,804,0.63,58,SIP_ENTERPRISE
Priya Nair,2026-08-20 23:44:40,Dallas,Good,1846,0.78,26,SIP_ENTERPRISE
Casey Rivera,2026-09-02 08:42:56,London,Good,964,0.56,22,SIP_INBOUND
Riley Park,2026-08-07 07:40:46,London,Fair,343,0.13,33,SIP_ENTERPRISE
Jordan Lee,2026-08-23 05:14:55,Singapore,Good,237,0.26,20,SIP_NATIONAL
Casey Rivera,2026-08-15 05:32:32,London,Fair,982,0.34,34,SIP_NATIONAL
Casey Rivera,2026-08-14 06:57:49,London,Fair,766,0.65,86,SIP_ENTERPRISE
Morgan Quinn,2026-08-29 17:13:08,Denver,Good,1043,0.56,80,SIP_ENTERPRISE
Jordan Lee,2026-08-20 20:54:03,Denver,Good,725,0.15,55,SIP_ENTERPRISE
Casey Rivera,2026-08-16 00:42:33,Dallas,Fair,1465,0.71,30,SIP_ENTERPRISE
Priya Nair,2026-08-09 19:42:44,Chicago,Good,380,0.65,27,SIP_ENTERPRISE
Jordan Lee,2026-08-30 09:56:40,Singapore,Good,1051,0.33,66,SIP_INBOUND
Riley Park,2026-08-30 21:55:42,Denver,Good,1776,0.12,37,SIP_ENTERPRISE
Marcus Webb,2026-08-13 21:23:03,Denver,Good,73,0.2,47,SIP_INBOUND
Taylor Brooks,2026-08-15 02:20:08,Dallas,Good,722,0.64,68,SIP_ENTERPRISE
Jamie Ortiz,2026-09-01 13:34:16,Denver,Good,439,0.59,69,SIP_ENTERPRISE
Riley Park,2026-08-08 15:01:14,Chicago,Fair,169,0.54,46,SIP_ENTERPRISE
Priya Nair,2026-08-12 04:09:59,Dallas,Good,2326,0.24,49,SIP_ENTERPRISE
Casey Rivera,2026-08-08 04:25:10,Chicago,Good,1571,0.23,51,SIP_ENTERPRISE
Jamie Ortiz,2026-08-23 14:44:39,London,Good,531,0.4,59,SIP_ENTERPRISE
Priya Nair,2026-08-13 17:43:38,Chicago,Fair,874,0.37,21,SIP_ENTERPRISE
Morgan Quinn,2026-08-10 22:44:44,London,Good,741,0.61,65,SIP_ENTERPRISE
Jordan Lee,2026-09-01 14:30:16,London,Poor,148,3.73,143,SIP_INTERNATIONAL
Alex Morgan,2026-08-16 16:37:18,Chicago,Good,142,0.48,35,SIP_ENTERPRISE
Morgan Quinn,2026-08-22 07:35:36,Chicago,Fair,2038,0.06,77,SIP_ENTERPRISE
Sam Chen,2026-09-01 01:15:36,Chicago,Good,2088,0.55,78,SIP_INBOUND
Jordan Lee,2026-08-11 21:54:28,London,Good,683,0.5,52,SIP_INBOUND
Jamie Ortiz,2026-08-30 12:56:31,Singapore,Good,1356,0.65,34,SIP_ENTERPRISE
Taylor Brooks,2026-08-19 01:00:46,Singapore,Fair,625,0.13,54,SIP_MOBILE
Morgan Quinn,2026-08-26 01:36:43,Singapore,Poor,2242,0.26,368,SIP_ENTERPRISE
Riley Park,2026-08-07 08:44:14,Dallas,Good,978,0.48,82,SIP_ENTERPRISE
Morgan Quinn,2026-08-20 02:31:47,Dallas,Good,962,0.22,52,SIP_ENTERPRISE
Morgan Quinn,2026-08-30 00:18:35,London,Fair,1612,0.57,47,SIP_ENTERPRISE
Jordan Lee,2026-08-30 01:58:10,Dallas,Fair,1470,0.25,86,SIP_ENTERPRISE
Taylor Brooks,2026-08-21 13:39:00,Singapore,Poor,1081,0.83,293,SIP_MOBILE
Jamie Ortiz,2026-08-24 21:43:43,Singapore,Good,168,0.26,60,SIP_INBOUND
Priya Nair,2026-08-29 23:29:06,Singapore,Good,1645,0.52,63,SIP_ENTERPRISE
Riley Park,2026-08-06 01:36:24,Singapore,Good,1061,0.63,48,SIP_ENTERPRISE
Marcus Webb,2026-08-29 19:27:25,Singapore,Good,1555,0.13,64,SIP_ENTERPRISE
Taylor Brooks,2026-08-24 06:27:37,Chicago,Fair,745,0.8,55,SIP_ENTERPRISE
Casey Rivera,2026-08-19 02:15:25,Denver,Good,1459,0.6,65,SIP_INBOUND
Jordan Lee,2026-08-06 17:48:45,Dallas,Poor,613,2.12,150,SIP_ENTERPRISE
Casey Rivera,2026-09-04 18:30:44,Dallas,Good,104,0.34,28,SIP_ENTERPRISE
Alex Morgan,2026-09-02 08:18:54,Denver,Good,61,0.46,63,SIP_ENTERPRISE
Jordan Lee,2026-08-23 13:44:42,London,Good,555,0.32,42,SIP_MOBILE
Alex Morgan,2026-08-29 19:34:59,Chicago,Good,723,0.4,47,SIP_INBOUND
Priya Nair,2026-08-18 21:13:40,Dallas,Good,1172,0.06,84,UNKNOWN
Alex Morgan,2026-08-15 07:38:17,Denver,Good,486,0.2,43,SIP_ENTERPRISE
Priya Nair,2026-08-16 14:43:18,London,Good,134,0.32,52,SIP_ENTERPRISE
Priya Nair,2026-08-28 09:16:48,London,Fair,1809,0.6,34,SIP_ENTERPRISE
Morgan Quinn,2026-08-26 18:34:52,Dallas,Poor,0,4.38,357,SIP_INTERNATIONAL
Riley Park,2026-08-12 20:51:21,Singapore,Good,1628,0.03,61,SIP_ENTERPRISE
Priya Nair,2026-08-24 11:30:12,Singapore,Good,1090,0.71,69,SIP_NATIONAL
Taylor Brooks,2026-09-04 15:17:35,Chicago,Good,1335,0.75,32,SIP_ENTERPRISE
Taylor Brooks,2026-08-24 19:56:06,London,Good,2375,0.26,58,SIP_ENTERPRISE
Casey Rivera,2026-08-16 18:18:22,Singapore,Fair,655,0.56,74,SIP_NATIONAL
Jamie Ortiz,2026-09-01 07:32:14,Denver,Good,1730,0.0,85,SIP_MOBILE
Sam Chen,2026-08-08 06:41:42,Chicago,Good,664,0.13,55,SIP_SHORTCODE
Casey Rivera,2026-08-15 20:58:57,Denver,Good,2353,0.72,32,SIP_ENTERPRISE
Jamie Ortiz,2026-08-16 09:24:11,Chicago,Good,68,0.58,60,SIP_NATIONAL
Taylor Brooks,2026-08-19 19:55:31,Dallas,Poor,858,0.6,345,SIP_ENTERPRISE
Alex Morgan,2026-08-19 21:59:10,London,Fair,1230,0.42,85,SIP_ENTERPRISE
Marcus Webb,2026-09-04 14:07:31,London,Good,394,0.73,89,SIP_ENTERPRISE
Morgan Quinn,2026-09-04 21:25:04,Denver,Good,1776,0.09,53,SIP_ENTERPRISE
Alex Morgan,2026-09-05 09:11:34,Denver,Good,1561,0.46,61,SIP_ENTERPRISE
Marcus Webb,2026-09-05 11:23:04,Denver,Fair,847,0.04,56,SIP_ENTERPRISE
Alex Morgan,2026-08-20 23:11:12,Singapore,Fair,1827,0.34,56,SIP_INBOUND
Jamie Ortiz,2026-08-23 04:27:30,Chicago,Fair,1088,0.32,57,SIP_ENTERPRISE
Sam Chen,2026-08-12 02:21:10,Singapore,Fair,204,0.4,37,SIP_NATIONAL
Priya Nair,2026-08-15 00:20:36,Chicago,Good,1869,0.64,89,SIP_ENTERPRISE
Morgan Quinn,2026-08-19 02:03:52,Dallas,Fair,1246,0.21,56,SIP_INBOUND
Priya Nair,2026-09-04 18:18:48,Singapore,Good,1996,0.34,42,SIP_ENTERPRISE
Marcus Webb,2026-08-16 08:24:39,Singapore,Fair,1365,0.12,45,SIP_ENTERPRISE
Jordan Lee,2026-08-23 16:37:10,Chicago,Good,2295,0.16,64,SIP_ENTERPRISE
Jamie Ortiz,2026-08-08 13:23:00,London,Good,1032,0.74,64,SIP_INBOUND
Riley Park,2026-09-05 05:56:48,Chicago,Fair,1967,0.32,20,SIP_ENTERPRISE
Jamie Ortiz,2026-08-13 02:49:22,Singapore,Good,427,0.48,83,SIP_ENTERPRISE
Casey Rivera,2026-08-10 15:06:48,Chicago,Fair,1352,0.51,86,SIP_NATIONAL
Alex Morgan,2026-08-13 15:09:14,Denver,Fair,2355,0.55,41,SIP_ENTERPRISE
Riley Park,2026-08-23 19:02:22,Dallas,Fair,2396,0.34,57,SIP_NATIONAL
Marcus Webb,2026-08-16 08:18:58,Singapore,Good,665,0.72,43,SIP_ENTERPRISE
Sam Chen,2026-08-24 21:40:52,Chicago,Fair,1701,0.3,40,SIP_NATIONAL
Priya Nair,2026-08-31 04:17:27,Singapore,Good,2333,0.05,27,SIP_ENTERPRISE
Sam Chen,2026-08-19 05:53:50,Chicago,Good,470,0.42,42,SIP_INTERNATIONAL
Marcus Webb,2026-08-18 10:49:14,Denver,Good,2176,0.06,83,SIP_NATIONAL
Alex Morgan,2026-08-21 08:47:59,Denver,Good,2253,0.66,22,SIP_ENTERPRISE
Morgan Quinn,2026-09-02 17:17:06,Dallas,Good,560,0.39,28,SIP_NATIONAL
Morgan Quinn,2026-08-30 14:28:23,London,Fair,1668,0.07,83,SIP_INBOUND
Casey Rivera,2026-08-20 11:47:57,London,Poor,619,3.18,326,SIP_ENTERPRISE
Taylor Brooks,2026-09-01 01:06:25,Denver,Good,1263,0.4,39,SIP_ENTERPRISE
Jordan Lee,2026-08-30 18:43:17,Singapore,Good,575,0.33,88,SIP_INBOUND
Riley Park,2026-09-04 05:39:07,Singapore,Good,1142,0.42,25,SIP_SHORTCODE
Sam Chen,2026-08-13 09:41:46,Dallas,Fair,289,0.02,64,SIP_ENTERPRISE
Morgan Quinn,2026-08-12 01:58:37,Dallas,Good,2387,0.71,34,SIP_ENTERPRISE
Marcus Webb,2026-08-23 07:58:08,Denver,Good,2064,0.23,67,UNKNOWN
Jamie Ortiz,2026-09-03 22:28:35,London,Fair,1111,0.55,22,SIP_ENTERPRISE
Jordan Lee,2026-08-14 13:46:29,Chicago,Good,1476,0.51,88,SIP_ENTERPRISE
Jordan Lee,2026-08-17 03:46:49,London,Good,1535,0.26,76,SIP_ENTERPRISE
Jamie Ortiz,2026-08-10 06:01:40,Denver,Poor,302,2.5,221,SIP_ENTERPRISE
Sam Chen,2026-08-09 02:33:40,Dallas,Fair,562,0.64,64,SIP_NATIONAL
Jamie Ortiz,2026-08-16 00:32:31,Chicago,Good,1687,0.1,53,SIP_NATIONAL
Alex Morgan,2026-08-08 04:58:15,Chicago,Fair,1233,0.64,63,SIP_INBOUND
Taylor Brooks,2026-08-23 05:08:13,Singapore,Fair,2060,0.01,35,UNKNOWN
Alex Morgan,2026-08-08 15:14:33,Dallas,Good,957,0.57,21,SIP_NATIONAL
Riley Park,2026-08-13 14:50:33,Dallas,Good,586,0.56,78,SIP_ENTERPRISE
Jamie Ortiz,2026-08-15 07:23:52,Singapore,Fair,31,0.3,79,SIP_ENTERPRISE
Morgan Quinn,2026-08-10 14:31:17,Singapore,Good,1496,0.73,89,SIP_ENTERPRISE
Jordan Lee,2026-09-01 07:20:40,London,Good,1464,0.58,75,SIP_ENTERPRISE
Taylor Brooks,2026-08-17 12:37:43,Dallas,Fair,1592,0.48,26,SIP_MOBILE
Alex Morgan,2026-08-22 10:28:40,London,Fair,2246,0.34,58,SIP_INBOUND
Casey Rivera,2026-08-15 16:54:07,Singapore,Good,1622,0.38,51,SIP_ENTERPRISE
Morgan Quinn,2026-08-29 15:10:28,Denver,Poor,1027,1.53,245,SIP_NATIONAL
Priya Nair,2026-08-09 10:55:38,Chicago,Poor,706,2.03,150,SIP_NATIONAL
Taylor Brooks,2026-08-06 03:38:43,Chicago,Good,998,0.73,28,SIP_INBOUND
Riley Park,2026-08-06 06:56:40,Dallas,Good,912,0.59,43,SIP_ENTERPRISE
Marcus Webb,2026-08-20 22:26:53,Singapore,Good,2268,0.34,59,SIP_MOBILE
Morgan Quinn,2026-09-03 17:30:07,London,Fair,788,0.34,77,SIP_SHORTCODE
Taylor Brooks,2026-08-17 13:51:36,London,Good,2125,0.71,63,SIP_ENTERPRISE
Taylor Brooks,2026-08-11 14:36:27,Denver,Fair,500,0.63,28,SIP_INBOUND
Jamie Ortiz,2026-08-11 13:00:01,London,Good,968,0.44,71,SIP_ENTERPRISE
Riley Park,2026-08-09 07:39:52,Denver,Fair,380,0.77,81,SIP_ENTERPRISE
Alex Morgan,2026-08-29 16:27:27,Singapore,Good,981,0.36,50,SIP_ENTERPRISE
Marcus Webb,2026-08-07 12:31:57,Dallas,Good,2288,0.77,35,SIP_ENTERPRISE
Marcus Webb,2026-09-01 08:13:37,London,Good,979,0.52,57,SIP_NATIONAL
Alex Morgan,2026-08-13 21:39:45,Dallas,Fair,1319,0.41,67,SIP_INTERNATIONAL
Morgan Quinn,2026-08-06 11:43:42,Denver,Fair,1756,0.42,64,SIP_MOBILE
Morgan Quinn,2026-08-23 12:33:11,Chicago,Fair,2268,0.18,76,SIP_INBOUND
Jamie Ortiz,2026-08-09 22:40:18,Singapore,Poor,2011,2.38,250,SIP_ENTERPRISE
Jamie Ortiz,2026-08-07 22:08:25,Denver,Good,452,0.36,68,SIP_ENTERPRISE
Alex Morgan,2026-08-16 05:10:01,Chicago,Good,1551,0.6,48,SIP_NATIONAL
Taylor Brooks,2026-08-09 01:22:50,Chicago,Good,812,0.18,89,SIP_MOBILE
Alex Morgan,2026-08-06 03:45:26,Denver,Good,117,0.39,79,SIP_ENTERPRISE
Taylor Brooks,2026-08-09 11:57:37,Chicago,Fair,349,0.11,88,SIP_MOBILE
Marcus Webb,2026-08-22 07:22:46,London,Good,1376,0.16,55,SIP_INBOUND
Casey Rivera,2026-08-21 06:59:59,London,Poor,2358,1.35,215,SIP_ENTERPRISE
Alex Morgan,2026-09-05 19:27:13,London,Good,1347,0.79,50,SIP_ENTERPRISE
Casey Rivera,2026-09-01 08:05:36,London,Good,616,0.62,71,SIP_INBOUND
Morgan Quinn,2026-08-27 04:22:03,Dallas,Good,74,0.19,89,SIP_ENTERPRISE
Jamie Ortiz,2026-09-03 04:45:42,Singapore,Fair,1297,0.57,85,SIP_NATIONAL
Alex Morgan,2026-08-25 00:04:30,Chicago,Good,2375,0.26,66,SIP_NATIONAL
Marcus Webb,2026-09-04 22:28:18,Singapore,Good,172,0.24,42,SIP_ENTERPRISE
Priya Nair,2026-08-20 07:47:09,Chicago,Good,1956,0.19,74,SIP_ENTERPRISE
Sam Chen,2026-08-14 20:02:29,London,Good,738,0.55,34,SIP_MOBILE
Jordan Lee,2026-08-19 11:34:57,Denver,Good,850,0.65,34,SIP_ENTERPRISE
Priya Nair,2026-08-06 21:58:18,Singapore,Good,1094,0.12,34,SIP_ENTERPRISE
Riley Park,2026-08-18 08:45:55,Singapore,Good,2356,0.44,89,SIP_INBOUND
Casey Rivera,2026-08-24 18:05:05,Denver,Fair,2227,0.6,25,SIP_NATIONAL
Taylor Brooks,2026-08-10 16:02:23,Denver,Fair,1919,0.26,32,SIP_INBOUND
Taylor Brooks,2026-09-01 02:21:30,Denver,Fair,1313,0.36,64,SIP_ENTERPRISE
Taylor Brooks,2026-08-30 20:26:19,Denver,Good,2196,0.37,34,SIP_INBOUND
Morgan Quinn,2026-08-19 14:52:21,Dallas,Good,1841,0.69,67,SIP_MOBILE
Casey Rivera,2026-08-23 02:02:37,Dallas,Poor,241,0.98,189,SIP_ENTERPRISE
Morgan Quinn,2026-09-03 20:21:14,Singapore,Fair,1038,0.49,65,SIP_ENTERPRISE
Casey Rivera,2026-08-06 21:47:05,Chicago,Good,94,0.26,32,SIP_ENTERPRISE
Riley Park,2026-08-18 09:03:59,London,Good,624,0.65,33,SIP_ENTERPRISE
Priya Nair,2026-09-03 07:57:58,Denver,Fair,1334,0.53,36,SIP_MOBILE
Sam Chen,2026-08-30 21:06:38,Singapore,Good,972,0.54,42,SIP_NATIONAL
Taylor Brooks,2026-08-31 08:34:59,Dallas,Good,219,0.44,42,SIP_MOBILE
Morgan Quinn,2026-09-01 15:10:31,Singapore,Good,1782,0.13,25,SIP_ENTERPRISE
Priya Nair,2026-08-27 14:51:39,Singapore,Good,745,0.12,45,SIP_INBOUND
Priya Nair,2026-08-23 20:19:50,London,Good,2100,0.41,65,SIP_ENTERPRISE
Sam Chen,2026-08-29 14:07:09,Chicago,Good,1821,0.06,86,SIP_ENTERPRISE
Taylor Brooks,2026-08-07 23:04:45,London,Good,2279,0.68,89,SIP_ENTERPRISE
Alex Morgan,2026-08-19 10:10:55,Dallas,Good,576,0.33,45,SIP_ENTERPRISE
Taylor Brooks,2026-08-19 06:45:38,Singapore,Fair,2396,0.61,71,SIP_NATIONAL
Priya Nair,2026-08-06 14:37:30,Dallas,Good,1348,0.24,23,SIP_MOBILE
Alex Morgan,2026-09-02 01:56:43,Dallas,Good,1279,0.62,49,SIP_INBOUND
Jordan Lee,2026-08-27 00:56:26,Dallas,Fair,2376,0.62,70,SIP_ENTERPRISE
Sam Chen,2026-08-10 05:18:15,Singapore,Good,1291,0.25,56,SIP_INBOUND
Sam Chen,2026-08-07 15:06:58,Singapore,Good,420,0.79,30,SIP_ENTERPRISE
Jordan Lee,2026-08-17 21:16:57,Denver,Fair,1746,0.6,35,SIP_ENTERPRISE
Jordan Lee,2026-08-17 04:30:40,Denver,Fair,111,0.7,32,SIP_ENTERPRISE
Riley Park,2026-08-26 17:34:08,Dallas,Good,80,0.16,58,SIP_ENTERPRISE
Taylor Brooks,2026-08-23 23:04:48,Denver,Good,407,0.13,89,SIP_INBOUND
Jordan Lee,2026-08-25 20:36:34,Denver,Poor,232,4.19,350,SIP_MOBILE
Riley Park,2026-08-07 18:47:59,Chicago,Fair,1106,0.4,24,SIP_INBOUND
Casey Rivera,2026-08-30 20:40:01,Denver,Fair,832,0.27,50,SIP_MOBILE
Taylor Brooks,2026-08-16 10:44:24,Singapore,Poor,1305,4.26,290,SIP_ENTERPRISE
Taylor Brooks,2026-08-22 03:10:30,Denver,Fair,548,0.58,30,SIP_ENTERPRISE
Priya Nair,2026-08-30 01:20:16,London,Good,2295,0.34,32,SIP_ENTERPRISE
Jordan Lee,2026-08-22 09:01:13,Chicago,Good,293,0.44,42,SIP_ENTERPRISE
Priya Nair,2026-08-29 07:48:40,Dallas,Good,852,0.79,32,SIP_ENTERPRISE
